abandon,freedom from artificial constraint
secret,a thing not discovered
sect,"in society and the state , an order , rank , class , or party"
section,a distinct part or portion of a book or writing
secular,a church official whose functions are confined to the vocal department of the choir
security,certainty
seed,sperm
seeming,semblance
seizing,the operation of fastening together or lashing
selection,"choice , by preference"
selfishness,exclusive regard to one ' s own interest or happiness
sell,a hoax
semblance,form
senate,the legislative department of government
senator,a member of a senate
send,the impulse of a wave by which a vessel is carried bodily
senior,an older
sensation,a purely spiritual or psychical affection
sense,discernment
sensibility,experience of sensation
sensible,anything perceptible
sentence,doom
sentiment,a saying
sentinel,one who watches or guards
sentry,a sentinel
separation,divorce
sequel,that which follows
sequence,der of following
serene,clearness
serenity,composure
sergeant,"a lawyer of the highest rank , answering to the doctor of the civil law"
series,a succession of things
sermon,an exhortation or reproof
serpent,"a snake , especially a large snake"
servant,"a person who labors or exerts himself for the benefit of another , his master or employer"
service,"attendance of an inferior , hired helper , slave , etc"
servitude,a state of slavish dependence
session,also the time period or term during which a court council legislature etc
set,termination
setting,"something set in , or inserted"
settle,a wide step or platform lower than some other part
settlement,pacification
settling,that which settles at the bottom of a liquid
seventeen,the sum of ten and seven
seventeenth,the next in order after the sixteenth
seven,the number greater by one than six
seventh,the quotient of a unit divided by seven
seventy,the sum of seven times ten
severity,harshness
sewing,the act or occupation of one who sews
sex,the capability in plants of fertilizing or of being fertilized
shade,an obscure place
shadow,shade within defined limits
shaft,"the slender , smooth stem of an arrow"
shake,a fissure in rock or earth
shallow,a shoal
shame,dishonor
sham,imposture
shape,a being
share,a plowshare
sharp,a sewing needle having a very slender point
shed,an outbuilding
sheer,a turn or change in a course
sheet,"a broad piece of cloth , usually linen or cotton , used for wrapping the body or for a covering"
shelf,"a flat tablet or ledge of any material set horizontally at a distance from the floor , to hold objects of use or ornament"
shell,"the covering , or outside part , of a nut"
shelter,a defender
shepherd,one with the religious guidance of others
shield,defense
shift,change
shilling,"in the united states , a denomination of money , differing in value in different states"
shine,sunshine
shining,emission or reflection of light
ship,any large seagoing vessel
shipping,"vessels , generally"
shirt,"a loose under - garment for the upper part of the body , made of cotton , linen , or other material"
shiver,"one of the small pieces , or splinters , into which a brittle thing is broken by sudden violence"
shock,"a blow , impact , or collision"
shoe,"a band of iron or steel , or a ship of wood , fastened to the bottom of the runner of a sleigh , or any vehicle which slides on the snow"
shook,"the parts of a piece of house furniture , as a bedstead , packed together"
shoot,a young branch or growth
shooting,"the act of one who , or that which , shoots"
shop,"a building or an apartment in which goods , wares , drugs , etc"
shore,"a prop placed beneath anything , as a beam , to prevent it from sinking or sagging"
short,a summary account
shot,the act of shooting
shoulder,that which supports or sustains
shout,a loud burst of voice or voices
shower,"sometimes , but rarely , a like fall of snow"
showing,presentation of facts
show,proud or ostentatious display
shriek,"a shrill wild cry such as is caused by sudden or extreme terror , pain , or the like"
shrine,"a case , box , or receptacle , especially one in which are deposited sacred relics , as the bones of a saint"
shrink,contraction
shrug,"a gesture consisting of drawing up the shoulders , -- a motion usually expressing doubt , indifference , or dislike"
shudder,"the act of shuddering , as with fear"
shut,the line or place where two pieces of metal are united by welding
shy,a throw
sickness,the quality or state of being sick or diseased
sidewalk,a walk for foot passengers at the side of a street or road
side,"when the thing spoken of is somewhat oblong in shape ), one of the longer edges as distinguished from the shorter edges , called ends"
siege,the floor of a glass - furnace
sigh,"a deep and prolonged audible inspiration or respiration of air , as when fatigued or grieved"
sight,view
signal,a sign
sign,a mark
signature,an outward mark by which internal characteristics were supposed to be indicated
significance,moment
significant,a sign
silence,entire absence of sound or noise
silk,thread spun or cloth woven from the above - named material
silver,"a soft white metallic element , sonorous , ductile , very malleable , and capable of a high degree of polish"
similarity,resemblance
simple,something not mixed or compounded
simplicity,artlessness of mind
sin,a misdemeanor
sincerity,"freedom from simulation , hypocrisy , disguise , or false pretense"
singer,one employed to singe cloth
single,a unit
sink,"a shallow box or vessel of wood , stone , iron , or other material , connected with a drain , and used for receiving filthy water , etc"
sinner,a persistent and incorrigible transgressor
sir,"a respectful title , used in addressing a man , without being prefixed to his name"
sire,"a tittle of respect formerly used in speaking to elders and superiors , but now only in addressing a sovereign"
sister,"a female who has the same parents with another person , or who has one of them only"
site,the place where anything is fixed
sitting,the state or act of one who sits
situation,position
sixteen,the number greater by a unit than fifteen
sixteenth,one of sixteen equal parts of one whole
six,the number greater by a unit than five
sixth,the next in order after the fifth
sixty,the sum of six times ten
size,bulk
skeleton,a very thin or lean person
sketch,a first rough or incomplete draught or plan of any design
skill,expertness
skin,that of a small animal as a calf sheep or goat
skipper,"a young , thoughtless person"
skirt,a petticoat
skull,a sort of oar
sky,the climate
slate,an argillaceous rock which readily splits into thin plates
slaughter,"the extensive , violent , bloody , or wanton destruction of life"
slave,a person who is held in bondage to another
slavery,the state of entire subjection of one person to the will of another
sledge,a sled
sleep,"a natural and healthy , but temporary and periodical , suspension of the functions of the organs of sense , as well as of those of the voluntary and rational soul"
sleeve,"a tubular part made to cover , sustain , or steady another part , or to form a connection between two parts"
slice,"a salver , platter , or tray"
slide,the act of sliding
slight,neglect
slip,a twig separated from the main stock
slope,any ground whose surface forms an angle with the plane of the horizon
slumber,sleep
small,smallclothes
smart,"quick , pungent , lively pain"
smell,odor
smile,"a somewhat similar expression of countenance , indicative of satisfaction combined with malevolent feelings , as contempt , scorn , etc"
smite,a blow
smith,one who works in metals
smoke,a vapor
smooth,a stroke which smooths
snake,"a serpent , whether harmless or venomous"
snap,a sudden breaking or rupture of any substance
snare,the gut or string stretched across the lower head of a drum
snatch,a grab
sneer,"a smile , grin , or contortion of the face , indicative of contempt"
snow,"watery particles congealed into white or transparent crystals or flakes in the air , and falling to the earth , exhibiting a great variety of very beautiful and perfect forms"
snuff,"the part of a candle wick charred by the flame , whether burning or not"
snug,same as lug n
soap,"a substance which dissolves in water , thus forming a lather , and is used as a cleansing agent"
sob,the act of sobbing
society,a number of persons associated for any temporary or permanent object
soda,"popularly , sodium carbonate or bicarbonate"
sofa,"a long seat , usually with a cushioned bottom , back , and ends"
soft,an idiot
softness,the quality or state of being soft
soil,a soiled place
sojourn,"a temporary residence , as that of a traveler in a foreign land"
solace,alleviation of grief or anxiety
soldier,a brave warrior
solemnity,a rite or ceremony performed with religious reverence
sole,the bottom of the body of a plow
sol,gold
solicitation,earnest request
solicitude,the state of being solicitous
solid,"a magnitude which has length , breadth , and thickness"
solitary,a recluse
solitude,loneliness
solution,breach
son,any young male person spoken of as a child
song,"that which is sung or uttered with musical modulations of the voice , whether of a human being or of a bird , insect , etc"
sooner,"in the western united states , one who settles on government land before it is legally open to settlement in order to gain the prior claim that the law gives to the first settler when the land is opened to settlement"
sore,a young buck in the fourth year
sorrow,grief at having suffered or occasioned evil
sort,any number or collection of individual persons or things characterized by the same or like qualities
soul,the source of action
sounding,the depth so ascertained
sound,report
soup,strong broth
source,"that from which anything comes forth , regarded as its cause or origin"
sour,whatever produces a painful effect
south,the region or direction to the right or direction to the right of a person who faces the east
sovereign,in a monarchy a king queen or emperor
sovereignty,that which is sovereign
sow,a channel or runner which receives the rows of molds in the pig bed
space,that which makes extended objects conceivable and possible
spade,a hart or stag three years old
span,eighth of a fathom
spare,that which has not been used or expended
spark,"a small , shining body , or transient light"
sparkle,brilliancy
speaker,"usually , one who utters a speech in public"
speaking,the act of uttering words
spear,"a long , pointed weapon , used in war and hunting , by thrusting or throwing"
specimen,a sample
speck,a mite
spectacle,something exhibited to view
spectator,"one who is personally present at , and sees , any exhibition"
speculation,contemplation
speech,the power of speaking
speed,favorable issue
spell,any charm
spelling,formation of words by letters
sphere,"a body or space contained under a single surface , which in every part is equally distant from a point within called its center"
spider,"an iron pan with a long handle , used as a kitchen utensil in frying food"
spin,the act of spinning
spirit,an intelligence conceived of apart from any physical organization or embodiment
spit,"a long , slender , pointed rod , usually of iron , for holding meat while roasting"
spite,despite
splash,"water , or water and dirt , thrown upon anything , or thrown from a puddle or the like"
splendor,pomp
split,a splinter
spoil,the plunder taken from an enemy
spoke,"a rung , or round , of a ladder"
sponge,a pertinacious and indolent dependent
spoon,"an implement consisting of a small bowl ( usually a shallow oval ) with a handle , used especially in preparing or eating food"
sport,"that which diverts , and makes mirth"
spot,a mark on a substance or body made by foreign matter
spouse,a man or woman engaged or joined in wedlock
spray,a twig
spread,expansion of parts
spring,a flying back
spur,something that projects
spy,one who keeps a constant watch of the conduct of others
squadron,"a body of cavalry comprising two companies or troops , and averaging from one hundred and twenty to two hundred men"
square,a parallelogram having four equal sides and four right angles
squeeze,compression between bodies
squire,"a title of dignity next in degree below knight , and above gentleman"
squirrel,one of the small rollers of a carding machine which work with the large cylinder
stability,strength to stand without being moved or overthrown
stable,"a house , shed , or building , for beasts to lodge and feed in"
staff,a support
stage,a staging
stain,reproach
stair,"a series of steps , as for passing from one story of a house to another"
stairway,a staircase
stake,"a stick inserted upright in a loop , eye , or mortise , at the side or end of a cart , a flat car , or the like , to prevent goods from falling off"
stale,"urine , especially that of beasts"
stalk,the stem or main axis of a plant
stall,the stand or place where a horse or an ox is kept and fed
stamp,the which stamps
stand,a place or post where one stands
standard,a flag
standing,duration or existence in the same place or condition
standpoint,a fixed point or station
stanza,a room or chamber
stare,a fixed look with eyes wide open
star,the polestar
start,the curved or inclined front and bottom of a water - wheel bucket
state,condition of prosperity or grandeur
statement,"the act of stating , reciting , or presenting , orally or on paper"
statesman,a man versed in public affairs and in the principles and art of government
station,"the place at which an instrument is planted , or observations are made , as in surveying"
statistics,those facts which can be stated in numbers or in tables of numbers or in any tabular and classified arrangement
statue,"the likeness of a living being sculptured or modeled in some solid substance , as marble , bronze , or wax"
stature,the natural height of an animal body
status,position of affairs
statute,a positive law
stay,continuance in a place
stead,"place or room which another had , has , or might have"
stealing,larceny
steamer,a steam fire engine
steam,the mist formed by condensed vapor
steel,"a weapon , as a sword , dagger , etc"
steep,any elevated object sloping with a large angle to the plane of the horizon
steer,a common ox
stem,a race or generation of progenitors
step,"a rest , or one of a set of rests , for the foot in ascending or descending , as a stair , or a round of a ladder"
sterling,"same as starling , 3"
stern,"the after or rear end of a ship or other vessel , or of a boat"
steward,a fiscal agent of certain bodies
stick,a staff
stillness,taciturnity
still,silence
stimulus,"that which excites or produces a temporary increase of vital action , either in the whole organism or in any of its parts"
sting,"anything that gives acute pain , bodily or mental"
stir,noise or various movements
stock,the trunk
stomach,desire
stone,any particular mass of such matter
stool,a plant from which layers are propagated by bending its branches into the soil
stoop,a swoop
stopping,a pad or poultice of dung or other material applied to a horse ' s hoof to keep it moist
stop,repression
store,an abundance
storm,often a heavy fall of rain snow or hail whether accompanied with wind or not
story,a euphemism or child ' s word for “ a lie
stout,a popular variety sold in the u
stove,a drying room
straight,a hand of five cards in consecutive order as to value
strain,family
strait,doubt
strand,"one of the twists , or strings , as of fibers , wires , etc"
stranger,one not admitted to communication fellowship or acquaintance
straw,anything proverbially worthless
stray,"any domestic animal that has an inclosure , or its proper place and company , and wanders at large , or is lost"
streak,a vein
stream,a beam or ray of light
street,a thoroughfare in a city or village bordered by dwellings or business houses
strength,"capacity for exertion or endurance , whether physical , intellectual , or moral"
stress,weight
stretch,"act of stretching , or state of being stretched"
stride,the space measured by a long step
strife,"contest of emulation , either by intellectual or physical efforts"
strike,the act of striking
string,"a small cord , a line , a twine , or a slender strip of leather , or other substance , used for binding together , fastening , or tying things"
strip,a trough for washing ore
stroke,the result of effect of a striking
stroll,a wandering on foot
structure,construction
student,a person engaged in study
studio,the working room of an artist
study,meditation
stuff,"sometimes , worsted fiber"
stump,the part of a tree or plant remaining in the earth after the stem or trunk is cut off
stupidity,extreme dullness of perception or understanding
sturdy,"a disease in sheep and cattle , marked by great nervousness , or by dullness and stupor"
style,a graver
sub,a subaltern
subject,one who owes allegiance to a sovereign or a sovereign state
sublime,a style that expresses lofty conceptions
submarine,a ship that can travel under the surface of the water
submission,the act of yielding to power or authority
subordinate,one who stands in order or rank below another
subscription,the act of subscribing
subsistence,real being
substance,matter
substitute,"one who , or that which , is substituted or put in the place of another"
succeeding,that which succeeds or follows after
succession,a series of persons or things according to some established rule of precedence
successor,"one who takes the place which another has left , and sustains the like part or character"
success,the attainment of a proposed object
sudden,an unexpected occurrence
suffering,"the bearing of pain , inconvenience , or loss"
suffrage,witness
sugar,compliment or flattery used to disguise or render acceptable something obnoxious
suggestion,"an entry of a material fact or circumstance on the record for the information of the court , at the death or insolvency of a party"
suicide,ruin of one ' s own interests
suite,a set
suit,the process by which one endeavors to gain an end or an object
sultan,"specifically , the ruler of the turks"
summary,an abridged account
summer,one who casts up an account
summit,the acme
summons,the act of summoning
sum,the principal points or thoughts when viewed together
sunlight,the light of the sun
sunrise,the region where the sun rises
sunset,the time when the sun sets
sunshine,"the direct rays of the sun , the place where they fall , or the warmth and light which they give"
sun,"the central body round which the earth and planets revolve , by which they are held in their orbits , and from which they receive light and heat"
sup,"a small mouthful , as of liquor or broth"
superintendent,"one who has the oversight and charge of some place , institution , or organization , affairs , etc"
superior,one who surpasses in what is desirable
superstition,religious veneration for objects
supervision,oversight
supper,the evening meal
supplement,"specifically , a part added to , or issued as a continuation of , a book or paper , to make good its deficiencies or correct its errors"
supply,store
support,assistance
supposition,conjecture
suppression,omission
supremacy,highest or supreme authority or power
surface,superficies
surf,"the swell of the sea which breaks upon the shore , especially upon a sloping beach"
surgeon,one whose profession or occupation is to cure diseases or injuries of the body by manual operation
surplus,"specifically , an amount in the public treasury at any time greater than is required for the ordinary purposes of the government"
surprise,anything that causes such a state or emotion
surrender,the yielding of a particular estate to him who has an immediate estate in remainder or reversion
surround,"a method of hunting some animals , as the buffalo , by surrounding a herd , and driving them over a precipice , into a ravine , etc"
surrounding,external or attending circumstances or conditions
survey,"an examination , especially an official examination , of all the parts or particulars of a thing , with a design to ascertain the condition , quantity , or quality"
surveying,the act or occupation of making surveys
suspect,"one who , or that which , is suspected"
suspense,pause
suspicion,hint
swallow,inclination
swamp,"wet , spongy land"
swarm,a like body of bees settled permanently in a hive
sway,turn or cast of balance
sweat,the fluid which is excreted from the skin of an animal
sweep,the compass of any turning body or of any motion
sweet,a perfume
sweetheart,a lover of mistress
sweetness,the quality or state of being sweet ( in any sense of the adjective )
swelling,an unnatural prominence or protuberance
swell,the act of swelling
swift,the ghost moth
swim,"a gliding motion , like that of one swimming"
swimming,vertigo
swing,an apparatus for recreation by swinging commonly consisting of a rope the two ends of which are attached overhead as to the bough of a tree a seat being placed in the loop at the bottom
sword,the emblem of judicial vengeance or punishment or of authority and power
syllable,a particle
symbol,"anything which suggests an idea or quality , or another thing , as by resemblance or by convention"
sympathy,pity
system,the universe
tabernacle,the jewish temple
table,"a smooth , flat surface , like the side of a board"
tackle,any instruments of action
tact,feeling
tactics,"the science and art of disposing military and naval forces in order for battle , and performing military and naval evolutions"
tail,limitation
tailor,the silversides
take,the quantity or copy given to a compositor at one time
taking,a seizing
talent,faculty
tale,story
talk,familiar converse
tank,a large basin or cistern
tap,a certain kind or quality of liquor
tapestry,"a fabric , usually of worsted , worked upon a warp of linen or other thread by hand , the designs being usually more or less pictorial and the stuff employed for wall hangings and the like"
target,"a kind of small shield or buckler , used as a defensive weapon in war"
tariff,"the duty , or rate of duty , so imposed"
task,"labor or study imposed by another , often in a definite quantity or amount"
taste,a particular sensation excited by the application of a substance to the tongue
tavern,an inn
tax,a charge or burden laid upon persons or property for the support of a government
taxation,"the act of laying a tax , or of imposing taxes , as on the subjects of a state , by government , or on the members of a corporation or company , by the proper authority"
tea,"any infusion or decoction , especially when made of the dried leaves of plants"
teacher,one whose business or occupation is to instruct others
teaching,instruction
team,a litter
tear,a rent
telegram,a telegraphic dispatch
telephone,"an instrument for reproducing sounds , especially articulate speech , at a distance"
telescope,"an optical instrument used in viewing distant objects , as the heavenly bodies"
tell,a hill or mound
temperament,internal constitution
temperance,"specifically , moderation , and sometimes abstinence , in respect to using intoxicating liquors"
temperature,state
temper,due mixture of different qualities
tempest,a furious storm
temple,"the space , on either side of the head , back of the eye and forehead , above the zygomatic arch and in front of the ear"
temporal,a temporality
temptation,"the act of tempting , or enticing to evil"
tenant,one who has possession of any place
tendency,"direction or course toward any place , object , effect , or result"
tenderness,the quality or state of being tender ( in any sense of the adjective )
tender,one who tends
tenor,understanding
tense,"one of the forms which a verb takes by inflection or by adding auxiliary words , so as to indicate the time of the action or event signified"
tension,intense effort
tent,a probe for searching a wound
ten,the number greater by one than nine
tenth,the quotient of a unit divided by ten
term,boundary
termination,end
terrace,a flat roof to a house
territory,a region
terror,extreme fear
test,any critical examination or decisive trial
testimony,a solemn declaration or affirmation made for the purpose of establishing or proving some fact
text,theme
texture,a web
thank,a expression of gratitude
thanksgiving,a public acknowledgment or celebration of divine goodness
theater,an edifice in which dramatic performances or spectacles are exhibited for the amusement of spectators
theft,"specifically , the felonious taking and removing of personal property , with an intent to deprive the rightful owner of the same"
theme,discourse on a certain subject
theology,divinity
theory,"a doctrine , or scheme of things , which terminates in speculation or contemplation , without a view to practice"
thermometer,"an instrument for measuring temperature , founded on the principle that changes of temperature in bodies are accompanied by proportional changes in their volumes or dimensions"
thicket,"a wood or a collection of trees , shrubs , etc"
thickness,the quality or state of being thick ( in any of the senses of the adjective )
thief,a waster in the snuff of a candle
thigh,the proximal segment of the hind limb between the knee and the trunk
thing,any separable or distinguishable object of thought
thinking,judgment
third,one of three equal parts into which anything is divided
thirst,a craving or longing
thirteen,the number greater by one than twelve
thirteenth,the interval comprising an octave and a sixth
thirty,"the sum of three tens , or twenty and ten"
thorn,trouble
thought,the act of thinking
thousand,indefinitely a great number
thread,"a filamentous part of an object , such as a flower"
threat,"the declaration of an evil , loss , or pain to come"
three,the number greater by a unit than two
threshold,door
thrill,a breathing place or hole
throat,"the part of the neck in front of , or ventral to , the vertebral column"
throne,sovereign power and dignity
throng,a crowd
throw,a driving or propelling from the hand or an engine
thrust,"a violent push or driving , as with a pointed weapon moved in the direction of its length , or with the hand or foot , or with any instrument"
thunder,any loud noise
ticket,"a small piece of paper , cardboard , or the like , serving as a notice , certificate , or distinguishing token of something"
tide,a stream
tie,"a knot of hair , as at the back of a wig"
tiger,a very large and powerful carnivore native of southern asia and the east indies
timber,material for any structure
timidity,the quality or state of being timid
tinge,hue
tint,a pale or faint tinge of any color
tip,a piece of stiffened lining pasted on the inside of a hat crown
tire,a pinafore
tissue,"specifically , cloth interwoven with gold or silver threads , or embossed with figures"
title,an inscription put over or upon anything as a name by which it is known
toast,any person especially a person of distinction in honor of whom a health is drunk
tobacco,"the leaves of the plant prepared for smoking , chewing , etc"
toe,the fore part of the hoof or foot of an animal
toilet,dress
token,a memento
toleration,"specifically , the allowance of religious opinions and modes of worship in a state when contrary to , or different from , those of the established church or belief"
tom,"a familiar contraction of thomas , a proper name of a man"
tomb,a sepulcher
tomorrow,the day after the present
tone,"sound , or the character of a sound , or a sound considered as of this or that character"
tongue,an organ situated in the floor of the mouth of most vertebrates and connected with the hyoid arch
tonight,the present or the coming night
ton,the prevailing fashion or mode
tool,any instrument used by a craftsman or laborer at his work
tooth,palate
topic,a matter treated of
top,lid
torch,"a light or luminary formed of some combustible substance , as of resinous wood"
tore,same as torus
torment,"that which gives pain , vexation , or misery"
torrent,"a violent stream , as of water , lava , or the like"
torture,anguish of body or mind
toss,a throwing up of the head
total,the whole sum or amount
touching,the sense or act of feeling
touch,the sense by which the properties of bodies are determined by contact
tour,a journey in a circuit
tout,"in the game of solo , a proposal to win all eight tricks"
tower,"a structure appended to a larger edifice for a special purpose , as for a belfry , and then usually high in proportion to its width and to the height of the rest of the edifice"
town,loosely any large closely populated place whether incorporated or not in distinction from the country or from rural communities
township,the district or territory of a town
toy,a plaything for children
trace,a course
tracing,the act of copying by marking on thin paper or other transparent substance the lines of a pattern placed beneath
track,footprint
tract,an area
trade,commerce
trader,one who makes a business of buying and selling or of barter
tradition,"the unwritten or oral delivery of information , opinions , doctrines , practices , rites , and customs , from father to son , or from ancestors to posterity"
traffic,"commerce , either by barter or by buying and selling"
tragedy,that species of drama which represents the sad or terrible phases of character and life
trail,a track left by man or beast
trailer,"one who , or that which , trails"
training,education
train,the trail
trait,a touch
traitor,one guilty of treason
tramp,a foot journey or excursion
trance,"a state in which the soul seems to have passed out of the body into another state of being , or to be rapt into visions"
transaction,management of any affair
transcription,an arrangement
transfer,"a picture , or the like , removed from one body or ground to another , as from wood to canvas , or from one piece of canvas to another"
transformation,change of form or condition
transient,that which remains but for a brief time
transition,passage from one place or state to another
translation,interpretation
transportation,"the act of transporting , or the state of being transported"
transport,rapture
trap,an ambush
travel,"an account , by a traveler , of occurrences and observations during a journey"
traveler,a traveling crane
tray,a waiter
treachery,treasonable or perfidious conduct
tread,the act of copulation in birds
treason,treachery
treasure,a great quantity of anything collected for future use
treasury,a storehouse
treat,a gratification
treatise,a tract
treatment,handling
treaty,"the act of treating for the adjustment of differences , as for forming an agreement"
tree,"a piece of timber , or something commonly made of timber"
tremble,an involuntary shaking or quivering
tremor,a trembling
trench,"a long , narrow cut in the earth"
trial,"experiment , as in chemistry , metallurgy , etc"
tribe,a body of rude people united under one leader or government
tribune,"in france , a kind of pulpit in the hall of the legislative assembly , where a member stands while making an address"
tribute,"a personal contribution , as of money , praise , service , etc"
trick,"a sly procedure , usually with a dishonest intent"
trifle,"a dish composed of sweetmeats , fruits , cake , wine , etc"
trillion,"according to the english notation , the number produced by involving a million to the third power , or the number represented by a unit with eighteen ciphers annexed"
trim,"the state of a ship or her cargo , ballast , masts , etc"
trip,an excursion or jaunt
triumph,success causing exultation
troop,a number
trot,a child
trouble,vexation
truce,short quiet
trumpet,a trumpeter
trunk,the main body of anything
trust,delivery of property or merchandise in reliance upon future payment
truth,conformity to rule
try,trial
tub,"a short , broad boat , etc"
tube,"a vessel in animal bodies or plants , which conveys a fluid or other substance"
tumult,"the commotion or agitation of a multitude , usually accompanied with great noise , uproar , and confusion of voices"
tune,adjustment of the parts of an instrument so as to harmonize with itself or with others
tunnel,a flue
turf,sward
turmoil,molestation by tumult
turn,"different order , position , or aspect of affairs"
turner,a variety of pigeon
turning,"the act of one who , or that which , turns"
tutor,one who has the charge of a child or pupil and his estate
twelfth,an interval comprising an octave and a fifth
twelve,a dozen
twentieth,the next in order after the nineteenth
twenty,"the sum of twelve and eight , or twice ten"
twilight,"the light perceived before the rising , and after the setting , of the sun , or when the sun is less than 18 ° below the horizon , occasioned by the illumination of the earth ' s atmosphere by the direct rays of the sun and their reflection on the earth"
twinkle,"a closing or opening , or a quick motion , of the eye"
twinkling,a wink
twin,"one of two produced at a birth , especially by an animal that ordinarily brings forth but one at a birth"
twist,the form given in twisting
type,style
tyranny,cruel government or discipline
tyrant,a cruel master
ugly,"a shade for the face , projecting from the bonnet"
umbrella,"a shade , screen , or guard , carried in the hand for sheltering the person from the rays of the sun , or from rain or snow"
uncertainty,the quality or state of being uncertain
uncle,the brother of one ' s father or mother
underground,the place or space beneath the surface of the ground
understanding,the rational powers collectively conceived an designated
undertaking,an enterprise
uneasiness,the quality or state of being uneasy
uniform,a dress of a particular style or fashion worn by persons in the same service or order by means of which they have a distinctive appearance
uniformity,resemblance to itself at all times
union,something formed by a combination or coalition of parts or members
unit,the least whole number
unity,uniformity
universe,all created things viewed as constituting one system or whole
university,"an institution organized and incorporated for the purpose of imparting instruction , examining students , and otherwise promoting education in the higher branches of literature , science , art , etc"
upper,a vamp
uproar,great tumult
upset,an overturn
usage,method
usefulness,advantage
user,enjoyment of property
use,usefulness
utility,intrinsic value
utmost,"the greatest power , degree , or effort"
utterance,speech
vacancy,idleness
vacation,intermission of judicial proceedings
vain,vanity
vale,a valley
valet,a body servant
valley,the depression formed by the meeting of two slopes on a flat roof
valor,strength of mind in regard to danger
valuable,a precious possession
value,excellence
valve,a door
van,a shovel used in cleansing ore
vanish,"the brief terminal part of a vowel or vocal element , differing more or less in quality from the main part"
vanity,vain pursuit
vapor,"any substance in the gaseous , or a ë riform , state , the condition of which is ordinarily that of a liquid or solid"
variable,a quantity which admits of an infinite number of values in the same expression
variance,variation
variation,modification
variety,something varying or differing from others of the same general kind
vase,a vessel of antique or elegant pattern used for ornament
vast,boundless space
vault,"an arched structure of masonry , forming a ceiling or canopy"
vegetable,the edible part of such a plant as prepared for market or the table
vegetation,"an exuberant morbid outgrowth upon any part , especially upon the valves of the heart"
vehemence,animated fervor
vehicle,that which is used as the instrument of conveyance or communication
veil,a cover
vein,"one of the vessels which carry blood , either venous or arterial , to the heart"
velocity,"the relation of motion to time , measured by the number of units of space passed over by a moving body or point in a unit of time , usually the number of feet passed over in a second"
velvet,"a silk fabric , having a short , close nap of erect threads"
veneration,"a feeling or sentiment excited by the dignity , wisdom , or superiority of a person , by sacredness of character , by consecration to sacred services , or by hallowed associations"
vengeance,punishment inflicted in return for an injury or an offense
vent,a small aperture
venture,a hazard
veranda,"an open , roofed gallery or portico , adjoining a dwelling house , forming an out - of - door sitting room"
verbal,a noun derived from a verb
verb,"a part of speech expressing being , action , or the suffering of action"
verdict,judgment
verdure,freshness of vegetation
verge,"a rod or staff , carried as an emblem of authority"
verse,a stanza
version,"a change of form , direction , or the like"
vessel,"a hollow receptacle of any kind , as a hogshead , a barrel , a firkin , a bottle , a kettle , a cup , a bowl , etc"
vest,an outer garment
veteran,"one who has been long exercised in any service or art , particularly in war"
vexation,"a vexing or troubling , as by a malicious suit"
vicar,the incumbent of an appropriated benefice
vice,a harmful custom
vicinity,"that which is near , or not remote"
victim,"a creature immolated , or made an offering of"
victor,a conqueror
victory,a gaining of the superiority in any struggle or competition
view,sight
vigilance,circumspection
vigor,strength or force in animal or vegetable nature or action
villa,a country or suburban residence of some pretensions to elegance
village,"a small assemblage of houses in the country , less than a town or city"
villain,a knave
vine,a climbing or trailing plant
vinegar,anything sour
violation,infringement
violence,"highly excited action , whether physical or moral"
violet,"any plant or flower of the genus viola , of many species"
violin,a fiddle
virgin,a maid
virtue,potency
virus,"a program or segment of program code that may make copies of itself ( replicate ), attach itself to other programs , and perform unwanted actions within a computer"
vision,an object of sight
visit,the act of going to view or inspect
vitality,animation
vivacity,sprightliness
vocabulary,a sum or stock of words employed
vocal,a vowel or a diphthong
vocation,a citation
voice,tone
void,a vacuum
volcano,"a mountain or hill , usually more or less conical in form , from which lava , cinders , steam , sulphur gases , and the like , are ejected"
volley,"a flight of missiles , as arrows , bullets , or the like"
volume,compass
voluntary,"specifically , an organ solo played before , during , or after divine service"
volunteer,"specifically , a voluntary member of the organized militia of a country as distinguished from the standing army"
vote,a ticket
vow,a pledge of love or affection
voyage,a passing or journey by water to a distant place or country
wade,the act of wading
wad,"specifically : a little mass of some soft or flexible material , such as hay , straw , tow , paper , or old rope yarn , used for retaining a charge of powder in a gun , or for keeping the powder and shot close"
wage,pay
wager,"a contract by which two parties or more agree that a certain sum of money , or other thing , shall be paid or delivered to one of them , on the happening or not happening of an uncertain event"
wages,a compensation given to a hired person for services
wagon,"the dipper , or charles ' s wain"
wail,loud weeping
waistcoat,a vest
waist,the middle part of the ship
wait,a halt
waiter,an attendant
wake,a vigil
walker,a pedestrian
walk,the act of walking for recreation or exercise
wall,a kind of knot often used at the end of a rope
wand,a verge
wanderer,one who deviates from duty
want,lack
wanton,a lewd person
war,armed conflict of sovereign powers
ward,garrison
wardrobe,"a room or apartment where clothes are kept , or wearing apparel is stored"
ware,the sum of articles of a particular kind or class
warfare,struggle
warm,"the act of warming , or the state of being warmed"
warmth,the glowing effect which arises from the use of warm colors
warning,"caution against danger , or against faults or evil practices which incur danger"
warrant,an official certificate of appointment issued to an officer of lower rank than a commissioned officer
warrior,a soldier
wash,a fen
washing,a wash
waste,a wilderness
watch,vigil
water,"the fluid which descends from the clouds in rain , and which forms rivers , lakes , seas , etc"
wave,an undulation
