abandon,freedom from artificial constraint
robber,"in law , one who feloniously takes goods or money from the person of another by violence or by putting him in fear"
robbery,theft
robe,"a skin of an animal , especially , a skin of the bison , dressed with the fur on , and used as a wrap"
robin,"an american singing bird , having the breast chestnut , or dull red"
rob,"the inspissated juice of ripe fruit , obtained by evaporation of the juice over a fire till it acquires the consistence of a sirup"
rock,a support
rod,oppression
rogue,a vagabond
roll,a heavy cylinder used to break clods
roman,"a native , or permanent resident , of rome"
romance,"a tale of extravagant adventures , of love , and the like"
roof,"that which resembles , or corresponds to , the covering or the ceiling of a house"
room,an apartment or chamber
root,"the descending , and commonly branching , axis of a plant , increasing in length by growth at its extremity only , not divided into joints , leafless and without buds , and having for its offices to fix the plant in the earth , to supply it with moisture and soluble matters , and sometimes to serve as a reservoir of nutriment for future growth"
rope,the small intestines
rose,"a rosette , especially one worn on a shoe"
rot,decay
rough,a rowdy
rouse,a carousal
rout,a shouting
route,a course
routine,any regular course of action or procedure rigidly adhered to by the mere force of habit
row,the act of rowing
royal,printing and writing papers of particular sizes
royalty,the person of a king or sovereign
rubber,"a coarse file , or the rough part of a file"
rubbish,fragments of building materials or fallen buildings
rub,hindrance
ruby,a red tint
rue,disappointment
rug,"a rough , woolly , or shaggy dog"
ruin,in the plural the remains of a destroyed dilapidated or desolate house fortress city or the like
ruler,one who exercises sway or authority
rule,that which is prescribed or laid down as a guide for conduct or action
ruling,the act of one who rules
rumor,"a current story passing from one person to another , without any known authority for its truth"
run,a brook
rung,a spar
running,that which runs or flows
rush,a violent motion or course
rustic,a rural person having a natural simplicity of character or manners
rustle,"a quick succession or confusion of small sounds , like those made by shaking leaves or straw , by rubbing silk , or the like"
sack,the storm and plunder of a town
sacrifice,"devotion of some desirable object in behalf of a higher object , or to a claim deemed more pressing"
saddle,"a padded part of a harness which is worn on a horse ' s back , being fastened in place with a girth"
sadness,gloominess
safe,"a strong and fireproof receptacle ( as a movable chest of steel , etc"
safety,freedom from danger or hazard
sagacity,keenness of discernment or penetration with soundness of judgment
sage,a man venerable for years and of sound judgment and prudence
sail,an extent of canvas or other fabric by means of which the wind is made serviceable as a power for propelling vessels through the water
sailing,seamanship
sailor,one who understands the practical management of ships
saint,one of the blessed in heaven
sake,end
salad,"a dish composed of chopped meat or fish , especially chicken or lobster , mixed with lettuce or other vegetables , and seasoned with oil , vinegar , mustard , and other condiments"
salary,"the recompense or consideration paid , or stipulated to be paid , to a person at regular intervals for services"
sale,opportunity of selling
sally,"specifically , an issuing of troops from a place besieged to attack the besiegers"
salon,an apartment for the reception and exhibition of works of art
saloon,a large room or parlor
salt,flavor
salutation,"the act of greeting , or expressing good will or courtesy"
salute,"a sign , token , or ceremony , expressing good will , compliment , or respect , as a kiss , a bow , etc"
salvation,that which saves
sample,a specimen
sanction,solemn or ceremonious ratification
sanctity,holiness
sanctuary,the temple at jerusalem
sand,"fine particles of stone , especially of siliceous stone , but not reduced to dust"
sandstone,a rock made of sand more or less firmly united
sanguine,red crayon
sap,a milksop
sarcasm,"a keen , reproachful expression"
satin,"a silk cloth , of a thick , close texture , and overshot woof , which has a glossy surface"
satire,sarcasm
satisfaction,adequate compensation
sauce,a soft crayon for use in stump drawing or in shading with the stump
savage,a barbarian
saw,"an instrument for cutting or dividing substances , as wood , iron , etc"
saying,that which is said
scaffold,"specifically , a stage or elevated platform for the execution of a criminal"
scale,the balance itself
scandal,"reproach or reprobation called forth by what is regarded as wrong , criminal , heinous , or flagrant : opprobrium or disgrace"
scar,a disfigurement
scare,fright
scarf,"an article of dress of a light and decorative character , worn loosely over the shoulders or about the neck or the waist"
scarlet,a vivid or bright red color
scattering,something scattered
scenery,"combination of natural views , as woods , hills , etc"
scene,"the part of a theater in which the acting is done , with its adjuncts and decorations"
scent,odor
schedule,a formal list or inventory
scheme,a project
scholar,a person of high literary or scientific attainments
school,a shoal
schooner,"a large goblet or drinking glass , -- used for lager beer or ale"
science,knowledge of principles and causes
scope,that at which one aims
score,an account or reckoning
scorn,"an object of extreme disdain , contempt , or derision"
scotch,the dialect or dialects of english spoken by the people of scotland
scoundrel,a rascal
scourge,a punishment
scout,one employed in war to gain information of the movements and condition of an enemy
scrape,"a disagreeable and embarrassing predicament out of which one can not get without undergoing , as it were , a painful rubbing or scraping"
scrap,the crisp substance that remains after drying out animal fat
scratch,"a break in the surface of a thing made by scratching , or by rubbing with anything pointed or rough"
scream,a shriek
screen,that which shelters or conceals from view
screw,a form of wheel for propelling steam vessels
scripture,a text
scrub,something small and mean
scruple,a particle
scrutiny,critical observation
sculpture,"carved work modeled of , or cut upon , wood , stone , metal , etc"
seal,that which seals or fastens
seaman,one whose occupation is to assist in the management of ships at sea
search,pursuit for finding something
season,a period of time not very long
sea,the whole body of the salt water which covers a large part of the globe
seat,that part of a thing on which a person sits
second,a backer
secondary,a delegate or deputy
secrecy,privacy
secretary,"an official scribe , amanuensis , or writer"
secret,"what is not revealed , or not to be revealed"
section,"a part of a territory separated by geographical lines , or of a people considered as distinct"
sect,"those following a particular leader or authority , or attached to a certain opinion"
secular,a church official whose functions are confined to the vocal department of the choir
security,assurance
seed,the generative fluid of the male
seeming,appearance
seizing,the operation of fastening together or lashing
selection,"the act of selecting , or the state of being selected"
selfishness,the quality or state of being selfish
sell,a cheat
semblance,form
senate,"in general , a legislative body"
senator,a member of a senate
send,the impulse of a wave by which a vessel is carried bodily
senior,"one older in office , or whose entrance upon office was anterior to that of another"
sensation,agreeable or disagreeable feelings occasioned by objects that are not corporeal or material
sense,perception through the intellect
sensibility,actual feeling
sensible,anything perceptible
sentence,"in criminal and ecclesiastical courts , a judgment passed on a criminal by a court or judge"
sentiment,feeling toward or respecting some person or thing
sentinel,a sentry
sentry,a sentinel
separation,"the act of separating , or the state of being separated , or separate"
sequel,event
sequence,sequel
serene,calmness
serenity,coolness
sergeant,"in a company , battery , or troop , a noncommissioned officer next in rank above a corporal , whose duty is to instruct recruits in discipline , to form the ranks , etc"
series,a succession of things
sermon,a lecture on one ' s conduct or duty
serpent,"a subtle , treacherous , malicious person"
servant,a subordinate helper
service,labor performed for another
servitude,a state of slavish dependence
session,"the actual sitting of a court , council , legislature , etc"
set,a wager
setting,"the act of one who , or that which , sets"
settle,a place made lower than the rest
settlement,arrangement
settling,that which settles at the bottom of a liquid
seventeen,the sum of ten and seven
seventeenth,one of seventeen equal parts or divisions of one whole
seven,the number greater by one than six
seventh,the quotient of a unit divided by seven
seventy,the sum of seven times ten
severity,extremity
sewing,that which is sewed with the needle
sex,the distinguishing peculiarity of male or female in both animals and plants
shade,an obscure place
shadow,a shaded place
shaft,the long handle of a spear or similar weapon
shake,agitation
shallow,a shelf
shame,disgrace
sham,that which deceives expectation
shape,that which has form or figure
share,the part ( usually an iron or steel plate ) of a plow which cuts the ground at the bottom of a furrow
sharp,a sewing needle having a very slender point
shed,a slight or temporary structure built to shade or shelter something
sheer,"the longitudinal upward curvature of the deck , gunwale , and lines of a vessel , as when viewed from the side"
sheet,"a broad , thin portion of any substance"
shelf,a stratum lying in a very even manner
shell,a pod
shelter,protection
shepherd,one with the religious guidance of others
shield,defense
shift,a chemise
shilling,"in the united states , a denomination of money , differing in value in different states"
shine,polish
shining,emission or reflection of light
ship,any large seagoing vessel
shipping,navigation
shirt,"a loose under - garment for the upper part of the body , made of cotton , linen , or other material"
shiver,the act of shivering or trembling
shock,a sudden violent impulse or onset
shoe,"a band of iron or steel , or a ship of wood , fastened to the bottom of the runner of a sleigh , or any vehicle which slides on the snow"
shook,"the parts of a piece of house furniture , as a bedstead , packed together"
shoot,a rapid
shooting,a wounding or killing with a firearm
shop,"a person ' s occupation , business , profession , or the like , as a subject of attention , interest , conversation , etc"
shore,"a prop placed beneath anything , as a beam , to prevent it from sinking or sagging"
short,a summary account
shot,a share or proportion
shoulder,that which supports or sustains
shout,a loud burst of voice or voices
shower,"sometimes , but rarely , a like fall of snow"
showing,presentation of facts
show,pomp
shriek,"a sharp , shrill outcry or scream"
shrine,"a case , box , or receptacle , especially one in which are deposited sacred relics , as the bones of a saint"
shrink,recoil
shrug,"a gesture consisting of drawing up the shoulders , -- a motion usually expressing doubt , indifference , or dislike"
shudder,"the act of shuddering , as with fear"
shut,the act or time of shutting
shy,a throw
sickness,illness
side,a bounding line of a geometrical figure
sidewalk,a walk for foot passengers at the side of a street or road
siege,a continued attempt to gain possession
sigh,"figuratively , a manifestation of grief"
sight,region which the eye at one time surveys
signal,a token
sign,"an event considered by the jews as indicating the divine will , or as manifesting an interposition of the divine power for some special end"
signature,"a sign , stamp , or mark impressed , as by a seal"
significance,the quality or state of being significant
significant,that which has significance
silence,muteness
silk,thread spun or cloth woven from the above - named material
silver,"a soft white metallic element , sonorous , ductile , very malleable , and capable of a high degree of polish"
similarity,the quality or state of being similar
simple,a medicinal plant
simplicity,freedom from cunning or duplicity
sincerity,"freedom from simulation , hypocrisy , disguise , or false pretense"
singer,one employed to singe cloth
single,a unit
sink,"a shallow box or vessel of wood , stone , iron , or other material , connected with a drain , and used for receiving filthy water , etc"
sinner,one condemned by the law of god
sin,transgression of the law of god
sire,a father
sir,"sometimes , also , used in the way of emphatic formality"
sister,"one of the same kind , or of the same condition"
site,the place where anything is fixed
sitting,"a seat , or the space occupied by or allotted for a person , in a church , theater , etc"
situation,manner in which an object is placed
sixteen,the sum of ten and six
sixteenth,the sixth after the tenth
six,the sum of three and three
sixth,the interval embracing six diatonic degrees of the scale
sixty,the sum of six times ten
size,bulk
skeleton,the bony and cartilaginous framework which supports the soft parts of a vertebrate animal
sketch,a preliminary study for an original work
skill,aptitude
skin,the external membranous integument of an animal
skipper,the master of a fishing or small trading vessel
skirt,extreme part of anything
skull,the seat of intelligence
sky,the firmament
slate,any rock or stone having a slaty structure
slaughter,carnage
slave,one who has lost the power of resistance
slavery,the condition of a slave
sledge,a sled
sleep,"a natural and healthy , but temporary and periodical , suspension of the functions of the organs of sense , as well as of those of the voluntary and rational soul"
sleeve,"a long bushing or thimble , as in the nave of a wheel"
slice,"a thin , broad piece cut off"
slide,the act of sliding
slight,the act of slighting
slip,an unintentional error or fault
slope,any ground whose surface forms an angle with the plane of the horizon
slumber,repose
small,same as little go
smart,"a fellow who affects smartness , briskness , and vivacity"
smell,perfume
smile,"a somewhat similar expression of countenance , indicative of satisfaction combined with malevolent feelings , as contempt , scorn , etc"
smite,a blow
smith,one who works in metals
smoke,a vapor
smooth,a stroke which smooths
snake,"a serpent , whether harmless or venomous"
snap,"a sudden seizing , or effort to seize , as with the teeth"
snare,the gut or string stretched across the lower head of a drum
snatch,"a small piece , fragment , or quantity"
sneer,an indirect expression or insinuation of contempt
snow,"something which falls in , or as in , flakes"
snuff,"pulverized tobacco , etc"
snug,same as lug n
soap,"a substance which dissolves in water , thus forming a lather , and is used as a cleansing agent"
sob,"a convulsive sigh , or inspiration of the breath , as in sorrow"
society,companionship
soda,"popularly , sodium carbonate or bicarbonate"
sofa,"a long seat , usually with a cushioned bottom , back , and ends"
soft,an idiot
softness,the quality or state of being soft
soil,stain
sojourn,"a temporary residence , as that of a traveler in a foreign land"
solace,alleviation of grief or anxiety
soldier,one who is engaged in military service as an officer or a private
solemnity,religious or ritual ceremony
sole,"the bottom of a shoe or boot , or the piece of leather which constitutes the bottom"
solicitation,invitation
solicitude,anxiety
solid,a substance that is held in a fixed form by cohesion among its particles
solitary,a hermit
solitude,solitary or lonely place
sol,the sun
solution,the state of being dissolved or disintegrated
son,any young male person spoken of as a child
song,a ballad
sooner,"in the western united states , one who settles on government land before it is legally open to settlement in order to gain the prior claim that the law gives to the first settler when the land is opened to settlement"
sore,trouble
sorrow,sadness
sort,a kind or species
soul,the seat of real life or vitality
sound,"a narrow passage of water , or a strait between the mainland and an island"
sounding,the depth so ascertained
soup,"a liquid food of many kinds , usually made by boiling meat and vegetables , or either of them , in water , -- commonly seasoned or flavored"
source,the person from whom anything originates
sour,whatever produces a painful effect
south,the southern section of a country
sovereign,in a monarchy a king queen or emperor
sovereignty,supremacy
sow,a channel or runner which receives the rows of molds in the pig bed
space,"extension , considered independently of anything which it may contain"
spade,"an implement for digging or cutting the ground , consisting usually of an oblong and nearly rectangular blade of iron , with a handle like that of a shovel"
span,eighth of a fathom
spare,that which has not been used or expended
spark,a gallant
sparkle,luster
speaker,one who utters or pronounces a discourse
speaking,the act of uttering words
spear,a weapon with a long shaft and a sharp head or blade
specimen,"a part , or small portion , of anything , or one of a number of things , intended to exhibit the kind and quality of the whole , or of what is not exhibited"
speck,a particle
spectacle,a show
spectator,a beholder
speculation,view
speech,that which is spoken
speed,rate of motion
spelling,the act of one who spells
spell,the time during which one person or gang works until relieved
sphere,"the apparent surface of the heavens , which is assumed to be spherical and everywhere equally distant , in which the heavenly bodies appear to have their places , and on which the various astronomical circles , as of right ascension and declination , the equator , ecliptic , etc"
spider,"an iron pan with a long handle , used as a kitchen utensil in frying food"
spin,an interpretation of an event which is favorable to the interpreter or to the person s / he supports
spirit,an intelligence conceived of apart from any physical organization or embodiment
spit,"a small point of land running into the sea , or a long , narrow shoal extending from the shore into the sea"
spite,"ill - will or hatred toward another , accompanied with the disposition to irritate , annoy , or thwart"
splash,"water , or water and dirt , thrown upon anything , or thrown from a puddle or the like"
splendor,glory
split,a splinter
spoil,the plunder taken from an enemy
spoke,"one of the small bars which are inserted in the hub , or nave , and which serve to support the rim or felly"
sponge,a sponger
spoon,"an implement consisting of a small bowl ( usually a shallow oval ) with a handle , used especially in preparing or eating food"
sport,mockery
spot,reproach
spouse,"a married person , husband or wife"
spray,an atomizer
spread,extent
spring,a leap
spur,"an implement secured to the heel , or above the heel , of a horseman , to urge the horse by its pressure"
spy,"a person sent secretly into an enemy ' s camp , territory , or fortifications , to inspect his works , ascertain his strength , movements , or designs , and to communicate such intelligence to the proper officer"
squadron,"a detachment of vessels employed on any particular service or station , under the command of the senior officer"
square,"the corner , or angle , of a figure"
squeeze,pressure
squire,"a title of dignity next in degree below knight , and above gentleman"
squirrel,one of the small rollers of a carding machine which work with the large cylinder
stability,firmness of resolution or purpose
stable,"a house , shed , or building , for beasts to lodge and feed in"
staff,"a pole , stick , or wand borne as an ensign of authority"
stage,"an elevated platform on which an orator may speak , a play be performed , an exhibition be presented , or the like"
stain,tarnish
stair,one step of a series for ascending or descending to a different level
stairway,a flight of stairs or steps
stake,martyrdom by fire
stale,"urine , especially that of beasts"
stalk,"a high , proud , stately step or walk"
stall,a place for cattle
stamp,the which stamps
standard,colors
standing,duration
standpoint,"a position from which objects or principles are viewed , and according to which they are compared and judged"
stand,the act of standing
stanza,a room or chamber
star,a planet supposed to influence one ' s destiny
stare,a fixed look with eyes wide open
start,"any sudden motion , or beginning of motion"
statement,a recital
statesman,"one occupied with the affairs of government , and influential in shaping its policy"
state,wealthy or prosperous circumstances
station,"a place where railroad trains regularly come to a stand , for the convenience of passengers , taking in fuel , moving freight , etc"
statistics,those facts which can be stated in numbers or in tables of numbers or in any tabular and classified arrangement
statue,"the likeness of a living being sculptured or modeled in some solid substance , as marble , bronze , or wax"
stature,the natural height of an animal body
status,position of affairs
statute,the written will of the legislature expressed with all the requisite forms of legislation
stay,a support
stead,"place or room which another had , has , or might have"
stealing,larceny
steamer,"a road locomotive for use on common roads , as in agricultural operations"
steam,"the elastic , a ë riform fluid into which water is converted when heated to the boiling point"
steel,"a weapon , as a sword , dagger , etc"
steep,a precipice
steer,a castrated taurine male from two to four years old
stem,the part which supports the branches or the head or top
step,an advance or movement made by one removal of the foot
sterling,"same as starling , 3"
stern,the post of management or direction
steward,"a person employed in a hotel , or a club , or on board a ship , to provide for the table , superintend the culinary affairs , etc"
stick,"a small shoot , or branch , separated , as by a cutting , from a tree or shrub"
still,a distillery
stillness,inactivity
stimulus,something that rouses the mind or spirits
sting,"anything that gives acute pain , bodily or mental"
stir,bustle
stock,a block of wood
stomach,any cavity in which digestion takes place in an animal
stone,concreted earthy or mineral matter
stool,a plant from which layers are propagated by bending its branches into the soil
stoop,an habitual bend of the back and shoulders
stop,cessation
stopping,a pad or poultice of dung or other material applied to a horse ' s hoof to keep it moist
store,a magazine
storm,tumult
story,a description of past events
stout,"a strong , dark malt brew having a higher percentage of hops than porter"
stove,a drying room
straight,a sequence
strain,descent
strait,distress
strand,"one of the twists , or strings , as of fibers , wires , etc"
stranger,one who is unknown or unacquainted
straw,a mere trifle
stray,"any domestic animal that has an inclosure , or its proper place and company , and wanders at large , or is lost"
streak,"the fine powder or mark yielded by a mineral when scratched or rubbed against a harder surface , the color of which is sometimes a distinguishing character"
stream,"specifically , any course of running water"
street,"iginally , a paved way road"
strength,the quality of bodies by which they endure the application of force without breaking or yielding
stress,importance
stretch,a continuous space of time
stride,a long step
strife,"contest of emulation , either by intellectual or physical efforts"
strike,fullness of measure
string,a succession
strip,the issuing of a projectile from a rifled gun without acquiring the spiral motion
stroke,the result of effect of a striking
stroll,a wandering on foot
structure,manner of organization
student,one who studies or examines in any manner
studio,the working room of an artist
study,any object of attentive consideration
stuff,"sometimes , worsted fiber"
stump,a stub
stupidity,extreme dullness of perception or understanding
sturdy,"a disease in sheep and cattle , marked by great nervousness , or by dullness and stupor"
style,an author ' s pen
sub,a subaltern
subject,"that which is placed under the authority , dominion , control , or influence of something else"
sublime,a grand or lofty style in speaking or writing
submarine,a ship that can travel under the surface of the water
submission,confession of error
subordinate,one who stands in order or rank below another
subscription,the act of subscribing
subsistence,means of support
substance,purport
substitute,"one who , or that which , is substituted or put in the place of another"
succeeding,"the act of one who , or that which , succeeds"
succession,an order or series of descendants
successor,one who succeeds or follows
success,the favorable or prosperous termination of anything attempted
sudden,a surprise
suffering,"distress , loss , or injury incurred"
suffrage,witness
sugar,compliment or flattery used to disguise or render acceptable something obnoxious
suggestion,temptation
suicide,one guilty of self - murder
suit,an attempt to attain a certain result
suite,a connected series or succession of objects
sultan,"specifically , the ruler of the turks"
summary,"an abstract , abridgment , or compendium , containing the sum or substance of a fuller account"
summer,"a large stone or beam placed horizontally on columns , piers , posts , or the like , serving for various uses"
summit,the highest degree
summons,"a written notification signed by the proper officer , to be served on a person , warning him to appear in court at a day specified , to answer to the plaintiff , testify as a witness , or the like"
sum,the amount
sunlight,the light of the sun
sunrise,the region where the sun rises
sunset,the west
sunshine,"the light of the sun , or the place where it shines"
sun,"the luminous orb , the light of which constitutes day , and its absence night"
sup,a sip
superintendent,"one who has the oversight and charge of some place , institution , or organization , affairs , etc"
superior,"one who is above , or surpasses , another in rank , station , office , age , ability , or merit"
superstition,"an excessive reverence for , or fear of , that which is unknown or mysterious"
supervision,oversight
supper,the evening meal
supplement,"that which fills up , completes , or makes an addition to , something already organized , arranged , or set apart"
supply,"the food , and the like , which meets the daily necessities of an army or other large body of men"
support,"that which upholds , sustains , or keeps from falling , as a prop , a pillar , or a foundation of any kind"
supposition,opinion or belief without sufficient evidence
suppression,repression
supremacy,"the state of being supreme , or in the highest station of power"
surface,outward or external appearance
surf,"the swell of the sea which breaks upon the shore , especially upon a sloping beach"
surgeon,one whose profession or occupation is to cure diseases or injuries of the body by manual operation
surplus,"specifically , an amount in the public treasury at any time greater than is required for the ordinary purposes of the government"
surprise,"the act of coming upon , or taking , unawares"
surrender,the giving up of a principal into lawful custody by his bail
surround,"a method of hunting some animals , as the buffalo , by surrounding a herd , and driving them over a precipice , into a ravine , etc"
surrounding,external or attending circumstances or conditions
survey,a particular view
surveying,"that branch of applied mathematics which teaches the art of determining the area of any portion of the earth ' s surface , the length and directions of the bounding lines , the contour of the surface , etc"
suspect,"now , only to persons suspected of crime"
suspense,"suspension , as when the rent or other profits of land cease by unity of possession of land and rent"
suspicion,suggestion
swallow,"the gullet , or esophagus"
swamp,"soft , low ground saturated with water , but not usually covered with it"
swarm,"a large number or mass of small animals or insects , especially when in motion"
sway,"influence , weight , or authority that inclines to one side"
sweat,perspiration
sweep,the compass of any turning body or of any motion
sweet,a perfume
sweetheart,a lover of mistress
sweetness,the quality or state of being sweet ( in any sense of the adjective )
swell,elevation
swelling,an unnatural prominence or protuberance
swift,"any one of several species of lizards , as the pine lizard"
swimming,vertigo
swim,"the sound , or air bladder , of a fish"
swing,oscillation
sword,"an offensive weapon , having a long and usually sharp - pointed blade with a cutting edge or edges"
syllable,"an elementary sound , or a combination of elementary sounds , uttered together , or with a single effort or impulse of the voice , and constituting a word or a part of a word"
symbol,a type
sympathy,"an agreement of affections or inclinations , or a conformity of natural temperament , which causes persons to be pleased , or in accord , with one another"
system,the universe
tabernacle,a slightly built or temporary habitation
table,"a thin , flat piece of wood , stone , metal , or other material , on which anything is cut , traced , written , or painted"
tackle,any instruments of action
tact,feeling
tactics,any system or method of procedure
tail,abridgment
tailor,one whose occupation is to cut out and make men ' s garments
take,the quantity or copy given to a compositor at one time
taking,apprehension
tale,"a count , in distinction from measure or weight"
talent,faculty
talk,mutual discourse
tank,an artificial receptacle for liquids
tap,a light rap
tapestry,"a fabric , usually of worsted , worked upon a warp of linen or other thread by hand , the designs being usually more or less pictorial and the stuff employed for wall hangings and the like"
target,the pattern or arrangement of a series of hits made by a marksman on a butt or mark
tariff,"the duty , or rate of duty , so imposed"
task,employment
taste,the quality or savor of any substance as perceived by means of the tongue
tavern,an inn
tax,a charge or burden laid upon persons or property for the support of a government
taxation,a system of raising revenue
tea,"any infusion or decoction , especially when made of the dried leaves of plants"
teacher,a minister of the gospel
teaching,that which is taught
team,"a group of young animals , especially of young ducks"
tear,"a drop of the limpid , saline fluid secreted , normally in small amount , by the lachrymal gland , and diffused between the eye and the eyelids to moisten the parts and facilitate their motion"
telegram,a message sent by telegraph
telephone,"an instrument for reproducing sounds , especially articulate speech , at a distance"
telescope,"an optical instrument used in viewing distant objects , as the heavenly bodies"
tell,a hill or mound
temperament,internal constitution
temperance,"specifically , moderation , and sometimes abstinence , in respect to using intoxicating liquors"
temperature,"condition with respect to heat or cold , especially as indicated by the sensation produced , or by the thermometer or pyrometer"
temper,the state of any compound substance which results from the mixture of various ingredients
tempest,a furious storm
temple,"one of the side bars of a pair of spectacles , jointed to the bows , and passing one on either side of the head to hold the spectacles in place"
temporal,a temporality
temptation,an inducement
tenant,one who has possession of any place
tendency,"direction or course toward any place , object , effect , or result"
tender,"a vessel employed to attend other vessels , to supply them with provisions and other stores , to convey intelligence , or the like"
tenderness,the quality or state of being tender ( in any sense of the adjective )
tenor,meaning
tense,"one of the forms which a verb takes by inflection or by adding auxiliary words , so as to indicate the time of the action or event signified"
tension,the act of stretching or straining
tent,"a pavilion or portable lodge consisting of skins , canvas , or some strong cloth , stretched and sustained by poles , -- used for sheltering persons from the weather , especially soldiers in camp"
ten,the number greater by one than nine
tenth,the next in order after the ninth
term,any limited time
termination,limit in space or extent
terrace,a flat roof to a house
territory,a region
terror,fear that agitates body and mind
testimony,a solemn declaration or affirmation made for the purpose of establishing or proving some fact
test,means of trial
text,topic
texture,"the disposition or connection of threads , filaments , or other slender bodies , interwoven"
thank,a expression of gratitude
thanksgiving,a public acknowledgment or celebration of divine goodness
theater,an edifice in which dramatic performances or spectacles are exhibited for the amusement of spectators
theft,the act of stealing
theme,discourse on a certain subject
theology,"the science which treats of the existence , character , and attributes of god , his laws and government , the doctrines we are to believe , and the duties we are to practice"
theory,hypothesis
thermometer,"an instrument for measuring temperature , founded on the principle that changes of temperature in bodies are accompanied by proportional changes in their volumes or dimensions"
thicket,"a wood or a collection of trees , shrubs , etc"
thickness,the quality or state of being thick ( in any of the senses of the adjective )
thief,a waster in the snuff of a candle
thigh,the proximal segment of the hind limb between the knee and the trunk
thing,"in scandinavian countries , a legislative or judicial assembly"
thinking,imagination
third,one of three equal parts into which anything is divided
thirst,"a sensation of dryness in the throat associated with a craving for liquids , produced by deprivation of drink , or by some other cause ( as fear , excitement , etc"
thirteen,the number greater by one than twelve
thirteenth,the quotient of a unit divided by thirteen
thirty,"the sum of three tens , or twenty and ten"
thorn,a hard and sharp - pointed projection from a woody stem
thought,an idea
thousand,the number of ten hundred
thread,"a filament of any substance , as of glass , gold or silver"
threat,the expression of an intention to inflict evil or injury on another
three,the number greater by a unit than two
threshold,door
thrill,a trill
throat,the pharynx
throne,an exalted or dignified personage
throng,a multitude of persons or of living beings pressing or pressed into a close body or assemblage
throw,a cast of dice
thrust,an assault
thunder,any loud noise
ticket,"a small piece of paper , cardboard , or the like , serving as a notice , certificate , or distinguishing token of something"
tide,a stream
tie,"an obligation , moral or legal"
tiger,a very large and powerful carnivore native of southern asia and the east indies
timber,the crest on a coat of arms
timidity,the quality or state of being timid
tinge,dye
tint,a color considered with reference to other very similar colors
tip,the end
tire,"a ring , hoop or band , as of rubber or metal , on the circumference of the wheel of a vehicle , to impart strength and receive the wear"
tissue,a woven fabric
title,"the inscription in the beginning of a book , usually containing the subject of the work , the author ' s and publisher ' s names , the date , etc"
toast,any person especially a person of distinction in honor of whom a health is drunk
tobacco,"the leaves of the plant prepared for smoking , chewing , etc"
toe,the fore part of the hoof or foot of an animal
toilet,dress
token,a sign
toleration,the allowance of that which is not wholly approved
tom,"a familiar contraction of thomas , a proper name of a man"
tomb,a grave
tomorrow,the morrow
tone,"accent , or inflection or modulation of the voice , as adapted to express emotion or passion"
tongue,fluency of speech or expression
tonight,the present or the coming night
ton,vogue
tool,"an instrument such as a hammer , saw , plane , file , and the like , used in the manual arts , to facilitate mechanical operations"
tooth,palate
topic,a matter
top,lid
torch,"a light or luminary formed of some combustible substance , as of resinous wood"
tore,same as torus
torment,torture
torrent,"a violent stream , as of water , lava , or the like"
torture,pang
toss,"a throwing upward , or with a jerk"
total,the whole sum or amount
touching,the sense or act of feeling
touch,the tactile sense
tour,a journey in a circuit
tout,"one who solicits custom , as a runner for a hotel , cab , gambling place"
tower,"a structure appended to a larger edifice for a special purpose , as for a belfry , and then usually high in proportion to its width and to the height of the rest of the edifice"
town,loosely any large closely populated place whether incorporated or not in distinction from the country or from rural communities
township,"in surveys of the public land of the united states , a division of territory six miles square , containing 36 sections"
toy,folly
trace,a footprint
tracing,the act of copying by marking on thin paper or other transparent substance the lines of a pattern placed beneath
track,the entire lower surface of the foot
tract,length
trade,commerce
trader,a vessel engaged in the coasting or foreign trade
tradition,"the unwritten or oral delivery of information , opinions , doctrines , practices , rites , and customs , from father to son , or from ancestors to posterity"
traffic,interchange of goods and commodities
tragedy,that species of drama which represents the sad or terrible phases of character and life
trail,a footpath or road track through a wilderness or wild region
trailer,"one who , or that which , trails"
training,education
train,that part of a gown which trails behind the wearer
trait,a touch
traitor,one who betrays any confidence or trust
tramp,a foot traveler
trance,"a state in which the soul seems to have passed out of the body into another state of being , or to be rapt into visions"
transaction,an affair
transcription,"an arrangement of a composition for some other instrument or voice than that for which it was originally written , as the translating of a song , a vocal or instrumental quartet , or even an orchestral work , into a piece for the piano"
transfer,the removal or conveyance of a thing from one place or person to another
transformation,"change of one from of material into another , as in assimilation"
transient,that which remains but for a brief time
transition,a modulation
translation,the state of being translated or removed
transportation,removal
transport,transportation
trap,a snare
travel,"an account , by a traveler , of occurrences and observations during a journey"
traveler,one who travels
tray,"a flat , broad vessel on which dishes , glasses , etc"
treachery,violation of allegiance or of faith and confidence
tread,gait
treason,treachery
treasure,a stock or store of money in reserve
treasury,also the place of deposit and disbursement of any collected funds
treat,an entertainment given as an expression of regard
treatise,a tract
treatment,management
treaty,negotiation
tree,any perennial woody plant of considerable size ( usually over twenty feet high ) and growing with a single trunk
tremble,an involuntary shaking or quivering
tremor,a quivering or vibratory motion
trench,"a long , narrow cut in the earth"
trial,examination by a test
tribe,a number of species or genera having certain structural characteristics in common
tribune,any place occupied by a public orator
tribute,"an annual or stated sum of money or other valuable thing , paid by one ruler or nation to another , either as an acknowledgment of submission , or as the price of peace and protection , or by virtue of some treaty"
