abandon,freedom from artificial constraint
scrape,the act of scraping
scrap,something scraped off
scratch,a kind of wig covering only a portion of the head
scream,a screech
screen,that which shelters or conceals from view
screw,a form of wheel for propelling steam vessels
scripture,a passage from the bible
scrub,one who labors hard and lives meanly
scruple,a very small quantity
scrutiny,"a ticket , or little paper billet , on which a vote is written"
sculpture,"carved work modeled of , or cut upon , wood , stone , metal , etc"
seal,"an engraved or inscribed stamp , used for marking an impression in wax or other soft substance , to be attached to a document , or otherwise used by way of authentication or security"
seaman,one whose occupation is to assist in the management of ships at sea
search,pursuit for finding something
season,proper conjuncture
seat,a site
sea,the whole body of the salt water which covers a large part of the globe
secondary,a satellite
second,"one who , or that which , follows , or comes after"
secrecy,privacy
secretary,"an officer of state whose business is to superintend and manage the affairs of a particular department of government , and who is usually a member of the cabinet or advisory council of the chief executive"
secret,a thing not discovered
sect,a company or set having a common belief or allegiance distinct from others
section,an article
secular,a church official whose functions are confined to the vocal department of the choir
security,safety
seed,by germination it produces a new plant
seeming,appearance
seizing,the cord or lashing used for such fastening
selection,a collection of things chosen
selfishness,the quality or state of being selfish
sell,an imposition
semblance,show
senate,the legislative department of government
senator,a member of the king ' s council
send,the impulse of a wave by which a vessel is carried bodily
senior,one more advanced in life
sensation,"an impression , or the consciousness of an impression , made upon the central nervous organ , through the medium of a sensory or afferent nerve or one of the organs of sense"
sense,recognition
sensibility,experience of sensation
sensible,anything perceptible
sentence,condemnation pronounced by a judicial tribunal
sentiment,a thought prompted by passion or feeling
sentinel,one who watches or guards
sentry,"watch , as by a sentinel"
separation,chemical analysis
sequel,consequence
sequence,succession
serene,serenity
serenity,peace
sergeant,"a lawyer of the highest rank , answering to the doctor of the civil law"
series,sequence
sermon,"specifically , a discourse delivered in public , usually by a clergyman , for the purpose of religious instruction and grounded on some text or passage of scripture"
serpent,"a snake , especially a large snake"
servant,"a person who is employed by another for menial offices , or for other labor , and is subject to his command"
service,official religious duty performed
servitude,bondage
session,also the time period or term during which a court council legislature etc
set,a wager
setting,"the act of marking the position of game , as a setter does"
settle,a bench
settlement,"establishment in life , in business , condition , etc"
settling,"the act of one who , or that which , settles"
seventeenth,an interval of two octaves and a third
seventeen,the sum of ten and seven
seven,the number greater by one than six
seventh,one coming after six others
seventy,the sum of seven times ten
severity,harshness
sewing,that which is sewed with the needle
sex,one of the two divisions of organic beings formed on the distinction of male and female
shade,a spot not exposed to light
shadow,a shaded place
shaft,"the slender , smooth stem of an arrow"
shake,the act or result of shaking
shallow,a place in a body of water where the water is not deep
shame,contempt
sham,humbug
shape,a being
share,one of a certain number of equal portions into which any property or invested capital is divided
sharp,a sewing needle having a very slender point
shed,"the passageway between the threads of the warp through which the shuttle is thrown , having a sloping top and bottom made by raising and lowering the alternate threads"
sheer,"the longitudinal upward curvature of the deck , gunwale , and lines of a vessel , as when viewed from the side"
sheet,an expanded superficies
shelf,"a sand bank in the sea , or a rock , or ledge of rocks , rendering the water shallow , and dangerous to ships"
shell,the hard covering of an egg
shelter,security
shepherd,one with the religious guidance of others
shield,"figuratively , one who protects or defends"
shift,a chemise
shilling,"in the united states , a denomination of money , differing in value in different states"
shine,sheen
shining,emission or reflection of light
ship,any large seagoing vessel
shipping,navigation
shirt,"a loose under - garment for the upper part of the body , made of cotton , linen , or other material"
shiver,the act of shivering or trembling
shock,"a blow , impact , or collision"
shoe,"a covering for the human foot , usually made of leather , having a thick and somewhat stiff sole and a lighter top"
shook,a set of boards for a sugar box
shoot,a young branch or growth
shooting,"the act of one who , or that which , shoots"
shop,"a building or an apartment in which goods , wares , drugs , etc"
shore,"a prop , as a timber , placed as a brace or support against the side of a building or other structure"
short,a summary account
shot,a reckoning
shoulder,that which supports or sustains
shout,a loud burst of voice or voices
shower,one who shows or exhibits
showing,exhibition
show,parade
shriek,"a shrill wild cry such as is caused by sudden or extreme terror , pain , or the like"
shrine,"a case , box , or receptacle , especially one in which are deposited sacred relics , as the bones of a saint"
shrink,recoil
shrug,"a gesture consisting of drawing up the shoulders , -- a motion usually expressing doubt , indifference , or dislike"
shudder,"the act of shuddering , as with fear"
shut,close
shy,a throw
sickness,the quality or state of being sick or diseased
side,"any outer portion of a thing considered apart from , and yet in relation to , the rest"
sidewalk,a foot pavement
siege,"the surrounding or investing of a place by an army , and approaching it by passages and advanced works , which cover the besiegers from the enemy ' s fire"
sigh,"a deep and prolonged audible inspiration or respiration of air , as when fatigued or grieved"
sight,the state of admitting unobstructed vision
signal,a foreshadowing
sign,"an event considered by the jews as indicating the divine will , or as manifesting an interposition of the divine power for some special end"
signature,a sign manual
significance,that which is signified
significant,a symbol
silence,absolute stillness
silk,thread spun or cloth woven from the above - named material
silver,"a soft white metallic element , sonorous , ductile , very malleable , and capable of a high degree of polish"
similarity,the quality or state of being similar
simple,a medicinal plant
simplicity,"the quality or state of being simple , unmixed , or uncompounded"
sin,"any violation of god ' s will , either in purpose or conduct"
sincerity,"freedom from simulation , hypocrisy , disguise , or false pretense"
singer,one whose profession is to sing
single,a game with but one player on each side
sink,"a shallow box or vessel of wood , stone , iron , or other material , connected with a drain , and used for receiving filthy water , etc"
sinner,a persistent and incorrigible transgressor
sire,a maker
sir,"sometimes , also , used in the way of emphatic formality"
sister,"one of the same kind , or of the same condition"
site,the place where anything is fixed
sitting,"a seat , or the space occupied by or allotted for a person , in a church , theater , etc"
situation,relative position
sixteen,the sum of ten and six
sixteenth,the next in order after the fifteenth
six,the number greater by a unit than five
sixth,the interval embracing six diatonic degrees of the scale
sixty,the sum of six times ten
size,bigness
skeleton,a very thin or lean person
sketch,an outline or general delineation of anything
skill,"the familiar knowledge of any art or science , united with readiness and dexterity in execution or performance , or in the application of the art or science to practical purposes"
skin,that of a small animal as a calf sheep or goat
skipper,the saury
skirt,margin
skull,the seat of intelligence
sky,the heavens
slate,argillaceous schist
slaughter,the act of killing
slave,one who has lost the power of resistance
slavery,the condition of a slave
sledge,a sleigh
sleep,"a natural and healthy , but temporary and periodical , suspension of the functions of the organs of sense , as well as of those of the voluntary and rational soul"
sleeve,"a tubular part made to cover , sustain , or steady another part , or to form a connection between two parts"
slice,"a thin , broad piece cut off"
slide,"smooth , even passage or progress"
slight,indignity
slip,a cutting
slope,"the part of a continent descending toward , and draining to , a particular ocean"
slumber,sleep that is not deep or sound
small,smallclothes
smart,a dandy
smell,"the quality of any thing or substance , or emanation therefrom , which affects the olfactory organs"
smile,favor
smite,a blow
smith,one who works in metals
smoke,"anything unsubstantial , as idle talk"
smooth,a stroke which smooths
snake,"a serpent , whether harmless or venomous"
snap,"a sudden , eager bite"
snare,the gut or string stretched across the lower head of a drum
snatch,"a small piece , fragment , or quantity"
sneer,an indirect expression or insinuation of contempt
snow,"watery particles congealed into white or transparent crystals or flakes in the air , and falling to the earth , exhibiting a great variety of very beautiful and perfect forms"
snuff,"the part of a candle wick charred by the flame , whether burning or not"
snug,same as lug n
soap,"a substance which dissolves in water , thus forming a lather , and is used as a cleansing agent"
sob,"a convulsive sigh , or inspiration of the breath , as in sorrow"
society,any community of individuals who are united together by a common bond of nearness or intercourse
soda,sodium oxide or hydroxide
sofa,"a long seat , usually with a cushioned bottom , back , and ends"
soft,an idiot
softness,the quality or state of being soft
soil,manure
sojourn,"a temporary residence , as that of a traveler in a foreign land"
solace,comfort in grief
sol,a silver and gold coin of peru
soldier,"a man of military experience and skill , or a man of distinguished valor"
solemnity,religious or ritual ceremony
sole,"the bottom of a shoe or boot , or the piece of leather which constitutes the bottom"
solicitation,importunity
solicitude,the state of being solicitous
solid,a part of space bounded on all sides
solitary,a recluse
solitude,loneliness
solution,disruption
son,"a male descendant , however distant"
song,"more generally , any poetical strain"
sooner,"in the western united states , one who settles on government land before it is legally open to settlement in order to gain the prior claim that the law gives to the first settler when the land is opened to settlement"
sore,grief
sorrow,sadness
sort,form of being or acting
soul,the seat of real life or vitality
sounding,the depth so ascertained
sound,noise without signification
soup,strong broth
source,a spring
sour,whatever produces a painful effect
south,that one of the four cardinal points directly opposite to the north
sovereign,"a gold coin of great britain , on which an effigy of the head of the reigning king or queen is stamped , valued at one pound sterling , or about $ 4"
sovereignty,a sovereign state
sow,"the female of swine , or of the hog kind"
space,that which makes extended objects conceivable and possible
spade,"an implement for digging or cutting the ground , consisting usually of an oblong and nearly rectangular blade of iron , with a handle like that of a shovel"
span,a small space or a brief portion of time
spare,that which has not been used or expended
spark,a sparkle
sparkle,a scintillation
speaker,"usually , one who utters a speech in public"
speaking,the act of uttering words
spear,"a long , pointed weapon , used in war and hunting , by thrusting or throwing"
specimen,"a part , or small portion , of anything , or one of a number of things , intended to exhibit the kind and quality of the whole , or of what is not exhibited"
speck,the fat of the hippopotamus
spectacle,a show
spectator,one who on
speculation,intellectual examination
speech,the faculty of uttering articulate sounds or words
speed,rapidly
spelling,the act of one who spells
spell,the relief of one person by another in any piece of work or watching
sphere,any globe or globular body especially a celestial one as the sun a planet or the earth
spider,"an iron pan with a long handle , used as a kitchen utensil in frying food"
spin,velocity of rotation about some specified axis
spirit,"vital essence , force , or energy , as distinct from matter"
spit,"a long , slender , pointed rod , usually of iron , for holding meat while roasting"
spite,despite
splash,"water , or water and dirt , thrown upon anything , or thrown from a puddle or the like"
splendor,parade
split,"a crack , rent , or longitudinal fissure"
spoil,that which is taken from another by violence
spoke,a projecting handle of a steering wheel
sponge,one who lives upon others
spoon,a simpleton
sport,contemptuous mirth
spot,blemish
spouse,a man or woman engaged or joined in wedlock
spray,a twig
spread,extent
spring,a leap
spur,a snag
spy,"a person sent secretly into an enemy ' s camp , territory , or fortifications , to inspect his works , ascertain his strength , movements , or designs , and to communicate such intelligence to the proper officer"
squadron,"a detachment of vessels employed on any particular service or station , under the command of the senior officer"
square,"the corner , or angle , of a figure"
squeeze,compression between bodies
squire,a male attendant on a great personage
squirrel,one of the small rollers of a carding machine which work with the large cylinder
stability,firmness of resolution or purpose
stable,"a house , shed , or building , for beasts to lodge and feed in"
staff,a long piece of wood
stage,"a platform , often floating , serving as a kind of wharf"
stain,tarnish
stair,"a series of steps , as for passing from one story of a house to another"
stairway,a flight of stairs or steps
stake,the piece of timber to which a martyr was affixed to be burned
stale,"urine , especially that of beasts"
stalk,"the petiole , pedicel , or peduncle , of a plant"
stall,a stand
stamp,the which stamps
stand,a place or post where one stands
standard,"that which is established as a rule or model by authority , custom , or general consent"
standing,maintenance of position
standpoint,a basis or fundamental principle
stanza,"a combination or arrangement of lines usually recurring , whether like or unlike , in measure"
star,a planet supposed to influence one ' s destiny
stare,a fixed look with eyes wide open
start,a sally
statement,a recital
statesman,a man versed in public affairs and in the principles and art of government
state,social importance
station,the headquarters of the police force of any precinct
statistics,"the science which has to do with the collection , classification , and analysis of facts of a numerical nature regarding any topic"
statue,an image
stature,the natural height of an animal body
status,position of affairs
statute,a positive law
stay,"a corset stiffened with whalebone or other material , worn by women , and rarely by men"
stead,"place or room which another had , has , or might have"
stealing,stolen property
steam,any exhalation
steamer,a vessel propelled by steam
steel,"a weapon , as a sword , dagger , etc"
steep,"something steeped , or used in steeping"
steer,a common ox
stem,the part which supports the branches or the head or top
step,a pace
sterling,a certain standard of quality or value for money
stern,"the part opposite to the stem , or prow"
steward,"a person employed in a hotel , or a club , or on board a ship , to provide for the table , superintend the culinary affairs , etc"
stick,a rod
still,calm
stillness,quietness
stimulus,something that rouses the mind or spirits
sting,"anything that gives acute pain , bodily or mental"
stir,agitation
stock,a firm support
stomach,the desire for food caused by hunger
stone,any particular mass of such matter
stool,an evacuation
stoop,a swoop
stop,"a device , or piece , as a pin , block , pawl , etc"
stopping,material for filling a cavity
store,"articles , especially of food , accumulated for some specific object"
storm,"a civil , political , or domestic commotion"
story,"a floor , or the space between two floors"
stout,a popular variety sold in the u
stove,a house or room artificially warmed or heated
straight,a hand of five cards in consecutive order as to value
strain,family
strait,a condition of narrowness or restriction
strand,"rarely , the margin of a navigable river"
stranger,one not admitted to communication fellowship or acquaintance
straw,anything proverbially worthless
stray,"any domestic animal that has an inclosure , or its proper place and company , and wanders at large , or is lost"
streak,a strake
stream,"specifically , any course of running water"
street,a public highway
strength,the quality of bodies by which they endure the application of force without breaking or yielding
stress,"the force , or combination of forces , which produces a strain"
stretch,reach
stride,the space measured by a long step
strife,violent contention
strike,excellence of quality
string,a line or series of things arranged on a thread or as if so arranged
strip,"a narrow piece , or one comparatively long"
stroke,a knock
stroll,an idle and leisurely walk
structure,form
student,a pupil
studio,the working room of an artist
study,application of mind to books arts or science or to any subject for the purpose of acquiring knowledge
stuff,essence
stump,the part of a tree or plant remaining in the earth after the stem or trunk is cut off
stupidity,insensibility
sturdy,"a disease in sheep and cattle , marked by great nervousness , or by dullness and stupor"
style,a sharp - pointed tool used in engraving
sub,"a shortened form of submarine , the boat"
subject,specifically : one who is under the authority of a ruler and is governed by his laws
sublime,"that which is grand in nature or art , as distinguished from the merely beautiful"
submarine,a ship that can travel under the surface of the water
submission,the act of yielding to power or authority
subordinate,one who stands in order or rank below another
subscription,the act of subscribing
subsistence,"provisions , or that which produces provisions"
substance,solidity
substitute,that which stands in lieu of something else
succeeding,that which succeeds or follows after
succession,race
successor,one who succeeds or follows
success,the favorable or prosperous termination of anything attempted
sudden,an unexpected occurrence
suffering,"distress , loss , or injury incurred"
suffrage,vote
sugar,honeyed or soothing words
suggestion,a hint
suicide,"specifically law , the felonious killing of one ' s self"
suite,"a retinue or company of attendants , as of a distinguished personage"
suit,the process by which one endeavors to gain an end or an object
sultan,"a ruler , or sovereign , of a mohammedan state"
summary,a general or comprehensive statement
summer,"a large stone or beam placed horizontally on columns , piers , posts , or the like , serving for various uses"
summit,the highest degree
summons,"a call by authority , or by the command of a superior , to appear at a place named , or to attend to some duty"
sum,the amount
sunlight,the light of the sun
sunrise,the east
sunset,the west
sunshine,warmth
sun,"the luminous orb , the light of which constitutes day , and its absence night"
sup,a sip
superintendent,"one who has the oversight and charge of some place , institution , or organization , affairs , etc"
superior,one who surpasses in what is desirable
superstition,religious veneration for objects
supervision,superintendence
supper,a meal taken at the close of the day
supplement,"the number of degrees which , if added to a specified arc , make it 180 °"
supply,store
support,assistance
supposition,opinion or belief without sufficient evidence
suppression,complete stoppage of a natural secretion or excretion
supremacy,highest or supreme authority or power
surface,"one of the limits that bound a solid , especially the upper face"
surf,"the swell of the sea which breaks upon the shore , especially upon a sloping beach"
surgeon,one whose profession or occupation is to cure diseases or injuries of the body by manual operation
surplus,excess
surprise,a suddenly excited feeling of wonder or astonishment
surrender,the act of surrendering
surround,"a method of hunting some animals , as the buffalo , by surrounding a herd , and driving them over a precipice , into a ravine , etc"
surrounding,an encompassing
survey,a measured plan and description of any portion of country or of a road or line through it
surveying,"that branch of applied mathematics which teaches the art of determining the area of any portion of the earth ' s surface , the length and directions of the bounding lines , the contour of the surface , etc"
suspect,an object of suspicion
suspense,indecision
suspicion,"the imagination or apprehension of the existence of something ( especially something wrong or hurtful ) without proof , or upon very slight evidence , or upon no evidence"
swallow,inclination
swamp,"soft , low ground saturated with water , but not usually covered with it"
swarm,a great number of honeybees which emigrate from a hive at once and seek new lodgings under the direction of a queen
sway,preponderance
sweat,the fluid which is excreted from the skin of an animal
sweep,the compass or range of a stroke
sweet,"confectionery , sweetmeats , preserves , etc"
sweetheart,a lover of mistress
sweetness,agreeableness
swell,elevation
swelling,an unnatural prominence or protuberance
swift,"any one of several species of lizards , as the pine lizard"
swimming,the act of one who swims
swim,"the sound , or air bladder , of a fish"
swing,an apparatus for recreation by swinging commonly consisting of a rope the two ends of which are attached overhead as to the bough of a tree a seat being placed in the loop at the bottom
sword,"an offensive weapon , having a long and usually sharp - pointed blade with a cutting edge or edges"
syllable,"in writing and printing , a part of a word , separated from the rest , and capable of being pronounced by a single impulse of the voice"
symbol,a figure
sympathy,"an agreement of affections or inclinations , or a conformity of natural temperament , which causes persons to be pleased , or in accord , with one another"
system,a regular union of principles or parts forming one entire thing
tabernacle,"sometimes , any other place for worship"
table,"a smooth , flat surface , like the side of a board"
tackle,any instruments of action
tact,feeling
tactics,"the science and art of disposing military and naval forces in order for battle , and performing military and naval evolutions"
tailor,one who cuts out and makes ladies ' outer garments
tail,the back last lower or inferior part of anything -- as opposed to the head or the superior part
take,the quantity or copy given to a compositor at one time
taking,excitement
talent,"intellectual ability , natural or acquired"
tale,story
talk,"that which is uttered , especially in familiar conversation , or the mutual converse of two or more"
tank,"a heavily armored combat vehicle which moves on caterpillar treads , rather than wheels"
tap,a certain kind or quality of liquor
tapestry,"a fabric , usually of worsted , worked upon a warp of linen or other thread by hand , the designs being usually more or less pictorial and the stuff employed for wall hangings and the like"
target,the pattern or arrangement of a series of hits made by a marksman on a butt or mark
tariff,"any schedule or system of rates , changes , etc"
task,business
taste,flavor
tavern,a hotel
tax,a sum imposed or levied upon the members of a society to defray its expenses
taxation,a system of raising revenue
tea,"any infusion or decoction , especially when made of the dried leaves of plants"
teacher,a tutor
teaching,instruction
team,"a group of young animals , especially of young ducks"
tear,"the act of tearing , or the state of being torn"
telegram,a telegraphic dispatch
telephone,"an instrument for reproducing sounds , especially articulate speech , at a distance"
telescope,"an optical instrument used in viewing distant objects , as the heavenly bodies"
tell,a hill or mound
temperament,the act of tempering or modifying
temperance,moderation
temperature,constitution
temper,due mixture of different qualities
tempest,any violent tumult or commotion
temple,"one of the side bars of a pair of spectacles , jointed to the bows , and passing one on either side of the head to hold the spectacles in place"
temporal,a temporality
temptation,"the act of tempting , or enticing to evil"
tenant,one who has possession of any place
tendency,drift
tender,any offer or proposal made for acceptance
tenderness,the quality or state of being tender ( in any sense of the adjective )
tenor,constant mode
tense,the modification which verbs undergo for the indication of time
tension,intense effort
tent,"a roll of lint or linen , or a conical or cylindrical piece of sponge or other absorbent , used chiefly to dilate a natural canal , to keep open the orifice of a wound , or to absorb discharges"
ten,the sum of five and five
tenth,the next in order after the ninth
termination,"the act of terminating , or of limiting or setting bounds"
term,the time for which anything lasts
terrace,"a raised level space , shelf , or platform of earth , supported on one or more sides by a wall , a bank of tuft , or the like , whether designed for use or pleasure"
territory,a region
terror,fright
testimony,declaration
test,means of trial
text,topic
texture,"the disposition of the several parts of any body in connection with each other , or the manner in which the constituent parts are united"
thank,"obligation , claim , or desert , or gratitude"
thanksgiving,a public acknowledgment or celebration of divine goodness
theater,"anciently uncovered , except the stage , but in modern times roofed"
theft,larceny
theme,a subject or topic on which a person writes or speaks
theology,"as more commonly understood ) “ the knowledge derivable from the scriptures , the systematic exhibition of revealed truth , the science of christian faith and life"
theory,hypothesis
thermometer,"an instrument for measuring temperature , founded on the principle that changes of temperature in bodies are accompanied by proportional changes in their volumes or dimensions"
thicket,"a wood or a collection of trees , shrubs , etc"
thickness,the quality or state of being thick ( in any of the senses of the adjective )
thief,one who steals
thigh,the proximal segment of the hind limb between the knee and the trunk
thing,an event
thinking,imagination
third,one of three equal parts into which anything is divided
thirst,the condition producing this sensation
thirteen,the sum of ten and three
thirteenth,the next in order after the twelfth
thirty,"the sum of three tens , or twenty and ten"
thorn,a spine
thought,"a mental conception , whether an opinion , judgment , fancy , purpose , or intention"
thousand,indefinitely a great number
thread,"a filamentous part of an object , such as a flower"
threat,"the declaration of an evil , loss , or pain to come"
three,the number greater by a unit than two
threshold,door
thrill,a breathing place or hole
throat,"the part of the neck in front of , or ventral to , the vertebral column"
throne,an exalted or dignified personage
throng,a multitude of persons or of living beings pressing or pressed into a close body or assemblage
throw,a driving or propelling from the hand or an engine
thrust,an attack
thunder,any loud noise
ticket,a label to show the character or price of goods
tide,"tendency or direction of causes , influences , or events"
tie,a bond
tiger,"a ferocious , bloodthirsty person"
timber,material for any structure
timidity,the quality or state of being timid
tinge,taste
tint,a color considered with reference to other very similar colors
tip,a fee
tire,"a child ' s apron , covering the breast and having no sleeves"
tissue,a texture
title,"the inscription in the beginning of a book , usually containing the subject of the work , the author ' s and publisher ' s names , the date , etc"
toast,"a sentiment , as “ the land we live in ,” “ the day we celebrate ,” etc"
tobacco,"the leaves of the plant prepared for smoking , chewing , etc"
toe,"one of the terminal members , or digits , of the foot of a man or an animal"
toilet,a dressing table
token,"a sign of authenticity , of power , good faith , etc"
toleration,"specifically , the allowance of religious opinions and modes of worship in a state when contrary to , or different from , those of the established church or belief"
tomb,"a house or vault , formed wholly or partly in the earth , with walls and a roof , for the reception of the dead"
tomorrow,the morrow
tom,the male of certain animals
tone,a kind of mournful or artificial strain of voice
tongue,discourse
tonight,the night after the present day
ton,the prevailing fashion or mode
tool,"an instrument such as a hammer , saw , plane , file , and the like , used in the manual arts , to facilitate mechanical operations"
tooth,taste
top,apex
topic,a point
torch,"a light or luminary formed of some combustible substance , as of resinous wood"
tore,same as torus
torment,extreme pain
torrent,a violent or rapid flow
torture,pang
toss,a particular manner of raising the head with a jerk
total,the whole
touching,the sense or act of feeling
touch,the tactile sense
tour,a prolonged circuitous journey
tout,"one who solicits custom , as a runner for a hotel , cab , gambling place"
tower,"a structure appended to a larger edifice for a special purpose , as for a belfry , and then usually high in proportion to its width and to the height of the rest of the edifice"
town,"any collection of houses larger than a village , and not incorporated as a city"
township,the district or territory of a town
toy,a trifle
trace,a footprint
tracing,a course
track,the entire lower surface of the foot
tract,"a written discourse or dissertation , generally of short extent"
trader,a merchant
trade,"the business which a person has learned , and which he engages in , for procuring subsistence , or for profit"
tradition,delivery
traffic,trade
tragedy,a fatal and mournful event
trail,a track left by man or beast
trailer,"one who , or that which , trails"
train,a trap for an animal
training,the act of one who trains
trait,a distinguishing or marked feature
traitor,one who betrays any confidence or trust
tramp,"the sound of the foot , or of feet , on the earth , as in marching"
trance,"a state in which the soul seems to have passed out of the body into another state of being , or to be rapt into visions"
transaction,the doing or performing of any business
transcription,a transcript
transfer,"the conveyance of right , title , or property , either real or personal , from one person to another , whether by sale , by gift , or otherwise"
transformation,"any change in an organism which alters its general character and mode of life , as in the development of the germ into the embryo , the egg into the animal , the larva into the insect ( metamorphosis ), etc"
transient,that which remains but for a brief time
transition,charge
translation,the state of being translated or removed
transportation,"the act of transporting , or the state of being transported"
transport,conveyance
trap,any device by which one may be caught unawares
travel,"an account , by a traveler , of occurrences and observations during a journey"
traveler,one who travels
tray,"a shallow box , generally without a top , often used within a chest , trunk , box , etc"
treachery,treason
tread,a footstep
treason,treachery
treasure,a great quantity of anything collected for future use
treasury,a place or building in which stores of wealth are deposited
treat,a satisfaction
treatise,"a written composition on a particular subject , in which its principles are discussed or explained"
treatment,the act or manner of treating
treaty,an agreement between two or more independent states
tree,any perennial woody plant of considerable size ( usually over twenty feet high ) and growing with a single trunk
tremble,an involuntary shaking or quivering
tremor,a quivering or vibratory motion
trench,"a long , narrow cut in the earth"
trial,any effort or exertion of strength for the purpose of ascertaining what can be done or effected
tribe,a number of species or genera having certain structural characteristics in common
tribune,any place occupied by a public orator
tribute,"an annual or stated sum of money or other valuable thing , paid by one ruler or nation to another , either as an acknowledgment of submission , or as the price of peace and protection , or by virtue of some treaty"
trick,"a sly procedure , usually with a dishonest intent"
trifle,a thing of very little value or importance
trillion,a million millions
trim,disposition
trip,a loss of footing or balance
triumph,success causing exultation
troop,a multitude
trot,a woman
trouble,disturbance
truce,an armistice
trumpet,a trumpeter
trunk,"the stem , or body , of a tree , apart from its limbs and roots"
trust,"dependence upon something future or contingent , as if present or actual"
truth,steadfastness
try,attempt
tub,"an open wooden vessel formed with staves , bottom , and hoops"
tube,a pipe
tumult,agitation
tune,a melody
tunnel,a funnel
turf,sod
turmoil,disturbance
turner,one whose occupation is to form articles with a lathe
turning,a flexure
turn,vicissitude
tutor,a treasurer
twelfth,the next in order after the eleventh
twelve,the number next following eleven
twentieth,one coming after nineteen others
twenty,a score
twilight,"the light perceived before the rising , and after the setting , of the sun , or when the sun is less than 18 ° below the horizon , occasioned by the illumination of the earth ' s atmosphere by the direct rays of the sun and their reflection on the earth"
twinkle,"a closing or opening , or a quick motion , of the eye"
twinkling,a wink
twin,"one of two produced at a birth , especially by an animal that ordinarily brings forth but one at a birth"
twist,a contortion
type,the mark or impression of something
tyranny,severity
tyrant,an absolute ruler
ugly,"a shade for the face , projecting from the bonnet"
umbrella,"a shade , screen , or guard , carried in the hand for sheltering the person from the rays of the sun , or from rain or snow"
uncertainty,something unknown
uncle,applied to an aunt ' s husband
underground,subterranean space
understanding,the rational powers collectively conceived an designated
undertaking,"any business , work , or project which a person engages in , or attempts to perform"
uneasiness,disquietude
uniform,a dress of a particular style or fashion worn by persons in the same service or order by means of which they have a distinctive appearance
uniformity,the quality or state of being uniform
union,"that which is united , or made one"
unit,a single thing or person
unity,agreement
universe,the world
university,"an institution organized and incorporated for the purpose of imparting instruction , examining students , and otherwise promoting education in the higher branches of literature , science , art , etc"
upper,a vamp
uproar,noisy confusion
upset,an overturn
usage,method
usefulness,the quality or state of being useful
user,one who uses
use,yielding of service
utility,"the greatest good , or happiness , of the greatest number , -- the foundation of utilitarianism"
utmost,the farthest limit
utterance,putting in circulation
vacancy,chasm
vacation,a making void or of no force
vain,emptiness
vale,a valley
valet,a body servant
valley,the depression formed by the meeting of two slopes on a flat roof
valor,prowess
valuable,a precious possession
value,importance
valve,"a lid , plug , or cover , applied to an aperture so that by its movement , as by swinging , lifting and falling , sliding , turning , or the like , it will open or close the aperture to permit or prevent passage , as of a fluid"
van,a shovel used in cleansing ore
vanish,"the brief terminal part of a vowel or vocal element , differing more or less in quality from the main part"
vanity,ostentation
vapor,boasting
variable,"a shifting wind , or one that varies in force"
variance,variation
variation,amount of departure from a position or state
variety,intermixture or succession of different things
vase,"a vessel adapted for various domestic purposes , and anciently for sacrificial uses"
vast,immensity
vault,an arched apartment
vegetable,sometimes continued life requires support by machinery such as breathing tubes
vegetation,vegetable growth
vehemence,violent ardor
vehicle,that which is used as the instrument of conveyance or communication
veil,"something hung up , or spread out , to intercept the view , and hide an object"
vein,"one of the vessels which carry blood , either venous or arterial , to the heart"
velocity,rate of motion
velvet,the soft and highly vascular deciduous skin which envelops and nourishes the antlers of deer during their rapid growth
veneration,"a feeling or sentiment excited by the dignity , wisdom , or superiority of a person , by sacredness of character , by consecration to sacred services , or by hallowed associations"
vengeance,punishment inflicted in return for an injury or an offense
vent,a hole or passage for air or any fluid to escape
venture,a risk
veranda,"an open , roofed gallery or portico , adjoining a dwelling house , forming an out - of - door sitting room"
verbal,a noun derived from a verb
verb,"a part of speech expressing being , action , or the suffering of action"
verdict,decision
verdure,greenness
verge,"a rod or staff , carried as an emblem of authority"
verse,that which is composed in metrical form
version,transformation
vessel,a general name for any hollow structure made to float upon the water for purposes of navigation
vest,garb
veteran,"one who has had much experience , or has grown old or decrepit in service"
vexation,trouble
vicar,the incumbent of an appropriated benefice
vice,a harmful custom
vicinity,"that which is near , or not remote"
victim,"a person or thing destroyed or sacrificed in the pursuit of an object , or in gratification of a passion"
victor,one who gets the better of another in any struggle
victory,"the defeat of an enemy in battle , or of an antagonist in any contest"
view,examination by the eye
vigilance,forbearance of sleep
vigor,potency
villa,a country or suburban residence of some pretensions to elegance
village,"a small assemblage of houses in the country , less than a town or city"
villain,a deliberate scoundrel
vine,any woody climbing plant which bears grapes
vinegar,anything sour
violation,transgression
violence,impetuosity
violet,"any plant or flower of the genus viola , of many species"
violin,"a small instrument with four strings , played with a bow"
virgin,a woman who has had no carnal knowledge of man
virtue,merit
virus,"a program or segment of program code that may make copies of itself ( replicate ), attach itself to other programs , and perform unwanted actions within a computer"
vision,the faculty of seeing
visit,the act of going to view or inspect
vitality,the quality or state of being vital
vivacity,the quality or state of being vivacious
vocabulary,a list or collection of words arranged in alphabetical order and explained
vocal,a tonic element
vocation,destined or appropriate employment
voice,"sound of the kind or quality heard in speech or song in the consonants b v d , etc"
void,an empty space
volcano,"a mountain or hill , usually more or less conical in form , from which lava , cinders , steam , sulphur gases , and the like , are ejected"
