abandon,freedom from artificial constraint
rise,the distance through which anything rises
risk,hazard
rite,"the act of performing divine or solemn service , as established by law , precept , or custom"
rival,a competitor
river,a large stream
road,"a track for travel , forming a means of communication between one city , town , or place , and another"
robe,an outer garment
rock,a support
rod,authority
room,a particular portion of space appropriated for occupancy
rot,a fatal distemper which attacks sheep and sometimes other animals
rouse,a carousal
rout,clamor
route,a course
routine,any regular course of action or procedure rigidly adhered to by the mere force of habit
rout,noise
row,"a noisy , turbulent quarrel or disturbance"
row,a rank
royalty,sovereignty
royalty,the state of being royal
rubber,"an instrument or thing used in rubbing , polishing , or cleaning"
rub,unevenness
rue,grief
rue,regret
rule,a prescription
ruler,"a straight or curved strip of wood , metal , etc"
ruler,one who rules
run,the act of running
rush,a moving forward with rapidity and force or eagerness
rustic,a clown
rustic,"an artless , unaffected person"
rustic,"an inhabitant of the country , especially one who is rude , coarse , or dull"
rustic,a rural person having a natural simplicity of character or manners
rustle,"a quick succession or confusion of small sounds , like those made by shaking leaves or straw , by rubbing silk , or the like"
sack,a large pouch
saddle,"a padded part of a harness which is worn on a horse ' s back , being fastened in place with a girth"
saddle,a piece of meat containing a part of the backbone of an animal with the ribs on each side
sadness,dejection
safety,close custody
safety,"exemption from hurt , injury , or loss"
safety,freedom from whatever exposes one to danger or from liability to cause danger or harm
safety,preservation from escape
safety,safeness
sagacity,quickness or acuteness of sense perceptions
sagacity,shrewdness
saint,a person sanctified
sake,cause
sake,purpose of obtaining
salary,"fixed wages , as by the year , quarter , or month"
sale,market
sale,the act of selling
sally,an excursion from the usual track
salon,in the plural fashionable parties
salt,seasoning
salute,salutation
salvation,"the redemption of man from the bondage of sin and liability to eternal death , and the conferring on him of everlasting happiness"
sample,a specimen
sanction,confirmation
sanction,establishment or furtherance of anything by giving authority to it
sanctity,religious binding force
sanctuary,a sacred place
sanctuary,the most sacred part of the tabernacle
sand,the term or extent of one ' s life
sanguine,red crayon
sap,"the juice of plants of any kind , especially the ascending and descending juices or circulating fluid essential to nutrition"
sarcasm,a satirical remark uttered with some degree of scorn or contempt
satin,"a silk cloth , of a thick , close texture , and overshot woof , which has a glossy surface"
satire,"a composition , generally poetical , holding up vice or folly to reprobation"
satire,caustic exposure to reprobation
satire,sarcasm
satisfaction,contentment in possession and enjoyment
sauce,stewed or preserved fruit eaten with other food as a relish
saying,a proverb
saying,"a statement , especially a proverbial one"
scaffold,"specifically , a stage or elevated platform for the execution of a criminal"
scale,"a mathematical instrument , consisting of a slip of wood , ivory , or metal , with one or more sets of spaces graduated and numbered on its surface , for measuring or laying off distances , etc"
scale,"a series of spaces marked by lines , and representing proportionately larger distances"
scandal,"reproach or reprobation called forth by what is regarded as wrong , criminal , heinous , or flagrant : opprobrium or disgrace"
scare,fright
scarlet,a vivid or bright red color
scenery,representation of place of action or occurence
scenery,"the disposition and arrangement of the scenes in which the action of a play , poem , etc"
scenery,the paintings and hangings representing the scenes of a play
scene,the structure on which a spectacle or play is exhibited
scent,odor
scent,"specifically , the odor left by an animal on the ground in passing over it"
schedule,a document
scheme,any lineal or mathematical diagram
scheme,a project
scholar,a disciple
scholar,one who learns of a teacher
school,an institution for learning
school,a place for learned intercourse and instruction
school,a place of primary instruction
science,"comprehensive , profound , or philosophical knowledge"
science,knowledge of principles and causes
scope,free course or vent
scope,object
scope,the thing or end to which the mind directs its view
score,account
score,an account or reckoning
score,a notch or incision
score,indebtedness
scorn,haughty disregard
scoundrel,"a mean , worthless fellow"
scourge,a punishment
scout,a fielder in a game for practice
scrap,a brief excerpt
scrape,a perplexity
scream,a screech
screen,that which shelters or conceals from view
scripture,anything written
scripture,a passage from the bible
scripture,"the books of the old and the new testament , or of either of them"
scrub,one who labors hard and lives meanly
scruple,a particle
scruple,hesitation as to action from the difficulty of determining what is right or expedient
scrutiny,close examination
scrutiny,minute inspection
seal,"an engraved or inscribed stamp , used for marking an impression in wax or other soft substance , to be attached to a document , or otherwise used by way of authentication or security"
seal,that which seals or fastens
seal,the wax or wafer placed on a letter or other closed paper etc
seaman,a sailor
season,a time
second,"one next and inferior in place , time , rank , importance , excellence , or power"
secretary,"a person employed to write orders , letters , dispatches , public or private papers , records , and the like"
secretary,"a piece of furniture , with conveniences for writing and for the arrangement of papers"
secretary,"one who attends to correspondence , and transacts other business , for an association , a public body , or an individual"
secret,the genital organs
section,a subdivision of a chapter
secular,"a layman , as distinguished from a clergyman"
security,confidence of power or safety
security,"freedom from apprehension , anxiety , or care"
security,negligence
seeming,appearance
seeming,fair appearance
seeming,semblance
seeming,show
seizing,the cord or lashing used for such fastening
selfishness,exclusive regard to one ' s own interest or happiness
sell,a cheat
semblance,form
senator,a member of the king ' s council
sensation,agreeable or disagreeable feelings occasioned by objects that are not corporeal or material
sensation,"a state of excited interest or feeling , or that which causes it"
sense,understanding
sensibility,actual feeling
sensibility,capacity to feel or perceive
sensibility,"peculiar susceptibility of impression , pleasurable or painful"
sensibility,quick emotion or sympathy
sensibility,"the quality or state of being sensible , or capable of sensation"
sentence,"a judgment , especially one of an unfavorable nature"
sentence,a philosophical or theological opinion
sentence,condemnation pronounced by a judicial tribunal
sentiment,"a sentence , or passage , considered as the expression of a thought"
sentiment,disposition prompting to action or expression
sentiment,generally a decision of the mind formed by deliberation or reasoning
sentry,guard
sentry,"watch , as by a sentinel"
serene,clearness
serenity,clearness and calmness
serenity,undisturbed state
series,der
sermon,a homily
sermon,an exhortation or reproof
sermon,a serious address
serpent,"a subtle , treacherous , malicious person"
service,labor performed for another
service,office of devotion
service,the deed of one who serves
servitude,bondage
set,a stake
set,a venture
set,that which is staked
settle,a place made lower than the rest
settlement,colonization
settlement,the act or process of adjusting or determining
settling,dregs
settling,that which settles at the bottom of a liquid
seventeenth,one coming after sixteen others
seven,the number greater by one than six
seventy,the sum of seven times ten
severity,extreme strictness
severity,rigor
shade,an obscure place
shade,a secluded retreat
shade,a spot not exposed to light
shade,darkness
shade,obscurity
shadow,a shaded place
shaft,an arrow
shake,a fissure in rock or earth
shallow,a shelf
sham,humbug
sham,imposture
sham,that which deceives expectation
shape,make
shape,that which has form or figure
share,a dividend
shed,the act of shedding or spilling
shed,"the passageway between the threads of the warp through which the shuttle is thrown , having a sloping top and bottom made by raising and lowering the alternate threads"
sheer,"the longitudinal upward curvature of the deck , gunwale , and lines of a vessel , as when viewed from the side"
sheet,"a broad piece of cloth , usually linen or cotton , used for wrapping the body or for a covering"
sheet,"a newspaper , etc"
shelter,a screen
shelter,that which covers or defends from injury or annoyance
shepherd,the pastor of a church
shift,change
shift,substitution
shilling,"in the united states , a denomination of money , differing in value in different states"
shine,brightness
shipping,"vessels , generally"
shock,"a blow , impact , or collision"
shock,"a pile or assemblage of sheaves of grain , as wheat , rye , or the like , set up in a field , the sheaves varying in number from twelve to sixteen"
shoe,"a covering for the human foot , usually made of leather , having a thick and somewhat stiff sole and a lighter top"
shoot,"an inclined plane , either artificial or natural , down which timber , coal , etc"
shoot,a shot
shore,"the coast or land adjacent to a large body of water , as an ocean , lake , or large river"
short,a summary account
shot,"specifically , whatever is discharged as a projectile from firearms or cannon by the force of an explosive"
shoulder,the upper part of the back
showing,appearance
showing,exhibition
show,parade
show,pomp
show,proud or ostentatious display
show,that which is arranged to be seen
shriek,"a sharp , shrill outcry or scream"
shrine,"a case , box , or receptacle , especially one in which are deposited sacred relics , as the bones of a saint"
shrink,recoil
shrink,the act shrinking
shudder,"the act of shuddering , as with fear"
sickness,nausea
side,"the margin , edge , verge , or border of a surface"
sigh,"a deep and prolonged audible inspiration or respiration of air , as when fatigued or grieved"
sight,space through which the power of vision extends
sight,the act of seeing
signal,a foreshadowing
sign,a prodigy
sign,a token
signature,an outward mark by which internal characteristics were supposed to be indicated
sign,a wonder
significance,the quality or state of being significant
significance,weight
significant,that which has significance
silence,entire absence of sound or noise
similarity,the quality or state of being similar
simple,a medicinal plant
simplicity,lack of acuteness and sagacity
sin,a misdemeanor
sin,"an offense , in general"
sincerity,"freedom from simulation , hypocrisy , disguise , or false pretense"
sincerity,honesty of mind or intention
sincerity,the quality or state of being sincere
single,a game with but one player on each side
single,a unit
sink,"a shallow box or vessel of wood , stone , iron , or other material , connected with a drain , and used for receiving filthy water , etc"
sin,moral deficiency in the character
sire,a father
sire,the husband
site,a place fitted or chosen for any certain permanent use or occupation
site,local position
sixteenth,one of sixteen equal parts of one whole
sixth,the interval embracing six diatonic degrees of the scale
size,"an allowance of food and drink from the buttery , aside from the regular dinner at commons"
size,bigness
size,bulk
sketch,a first rough or incomplete draught or plan of any design
skill,power to discern and execute
skin,the external membranous integument of an animal
skipper,"a young , thoughtless person"
skipper,the saury
skull,mind
slate,argillaceous schist
slavery,the state of entire subjection of one person to the will of another
slide,"smooth , even passage or progress"
slight,the act of slighting
slip,a descendant
slip,a false step
slope,any ground whose surface forms an angle with the plane of the horizon
slope,sometimes an inclination as of one line or surface to another
slumber,light sleep
slumber,sleep that is not deep or sound
small,smallclothes
smile,"a somewhat similar expression of countenance , indicative of satisfaction combined with malevolent feelings , as contempt , scorn , etc"
smite,a blow
smoke,a mist
snare,anything by which one is entangled and brought into trouble
snatch,a grab
sneer,the act of sneering
snow,"something which falls in , or as in , flakes"
snuff,"the part of a candle wick charred by the flame , whether burning or not"
society,a number of persons associated for any temporary or permanent object
society,any community of individuals who are united together by a common bond of nearness or intercourse
soft,an idiot
softness,the quality or state of being soft
soil,country
soil,dung
soil,land
soil,spot
soil,that which soils or pollutes
soil,the upper stratum of the earth
soldier,one who serves in an army
sole,the bottom of a furrow
sole,"the bottom of a shoe or boot , or the piece of leather which constitutes the bottom"
solicitation,importunity
solicitude,uneasiness of mind occasioned by fear of evil or desire good
solitude,loneliness
solitude,seclusion
solution,clearing up
solution,disintegration
son,a male child
son,any young male person spoken of as a child
son,"a pupil , ward , or any other young male dependent"
son,"the male issue , or offspring , of a parent , father or mother"
sore,trouble
sort,a class or order
sort,a suit
soul,"that part of man which enables him to think , and which renders him a subject of moral government"
soul,the moving spirit
soul,"the seat of knowledge , as distinguished from feeling"
soul,"the spiritual , rational , and immortal part in man"
soul,the understanding
sound,"a narrow passage of water , or a strait between the mainland and an island"
sound,a strait connecting two seas or connecting a sea or lake with the ocean
soup,"a liquid food of many kinds , usually made by boiling meat and vegetables , or either of them , in water , -- commonly seasoned or flavored"
source,"the rising from the ground , or beginning , of a stream of water or the like"
sour,whatever produces a painful effect
sovereign,in a monarchy a king queen or emperor
sovereignty,dominion
sovereignty,independence
sow,a channel or runner which receives the rows of molds in the pig bed
space,an interval between any two or more objects
space,room
span,the space from the thumb to the end of the little finger when extended
spark,a beau
spark,a small particle of fire or ignited substance which is emitted by a body in combustion
sparkle,brilliancy
speaker,one who utters or pronounces a discourse
specimen,"a part , or small portion , of anything , or one of a number of things , intended to exhibit the kind and quality of the whole , or of what is not exhibited"
spectacle,a pageant
spectacle,a show
spectator,one who on
speculation,the act or process of reasoning a priori from premises given or assumed
speech,language
speed,favorable issue
speed,success
speed,the act or state of moving swiftly
spin,velocity of rotation about some specified axis
spirit,"specifically , a disembodied soul"
spite,petty malice
splendor,brilliant luster
splendor,great brightness
split,a division
split,a splinter
spoil,booty
spoke,a projecting handle of a steering wheel
spoon,"an implement consisting of a small bowl ( usually a shallow oval ) with a handle , used especially in preparing or eating food"
spoon,a simpleton
sport,"that which diverts , and makes mirth"
spot,disgrace
spray,a twig
spring,the resilience of a body recovering its former state by its elasticity
square,a parallelogram having four equal sides and four right angles
squeeze,compression between bodies
squire,a beau
squire,a male attendant on a great personage
stability,firmness of resolution or purpose
staff,a badge of office
stage,a staging
stain,reproach
stain,tarnish
stake,the piece of timber to which a martyr was affixed to be burned
stale,"urine , especially that of beasts"
stalk,"a high , proud , stately step or walk"
stalk,"the petiole , pedicel , or peduncle , of a plant"
stall,the stand or place where a horse or an ox is kept and fed
stand,"a halt or stop for the purpose of defense , resistance , or opposition"
stand,a place or post where one stands
standard,test
standing,continuance
standing,duration or existence in the same place or condition
standing,maintenance of position
standing,stand
standing,"the act of stopping , or coming to a stand"
standpoint,a basis or fundamental principle
start,"a sudden , unexpected movement"
state,social importance
statue,"the likeness of a living being sculptured or modeled in some solid substance , as marble , bronze , or wax"
steamer,a vessel propelled by steam
steam,the mist formed by condensed vapor
steep,"something steeped , or used in steeping"
steer,a castrated taurine male from two to four years old
stem,the stock of a family
sterling,coined money
stern,the post of management or direction
stick,"any long and comparatively slender piece of wood , whether in natural form or shaped with tools"
stick,a staff
still,a house where liquors are distilled
still,"a vessel , boiler , or copper used in the distillation of liquids"
stillness,silence
still,"specifically , one used for the distillation of alcoholic liquors"
stir,the act or result of stirring
stir,tumultuous disorder
stone,concreted earthy or mineral matter
stone,the glass of a mirror
stool,a plant from which layers are propagated by bending its branches into the soil
stool,"a single seat with three or four legs and without a back , made in various forms for various uses"
stoop,condescension
stoop,the fall of a bird on its prey
stop,check
stopping,material for filling a cavity
storm,tumult
story,a history
story,a record
story,a statement
stove,a drying room
straight,a hand of five cards in consecutive order as to value
straight,a sequence
strain,descent
strain,family
strain,rank
strand,"one of the twists , or strings , as of fibers , wires , etc"
stranger,one who comes from a foreign land
stray,"any domestic animal that has an inclosure , or its proper place and company , and wanders at large , or is lost"
streak,"the fine powder or mark yielded by a mineral when scratched or rubbed against a harder surface , the color of which is sometimes a distinguishing character"
strength,power of resisting attacks
strength,power to resist force
stress,"pressure , strain"
stress,weight
stretch,a continuous line or surface
stretch,effort
stretch,strain
stride,the space measured by a long step
strife,exertion or contention for superiority
string,a chain
string,"a small cord , a line , a twine , or a slender strip of leather , or other substance , used for binding together , fastening , or tying things"
structure,"arrangement of parts , of organs , or of constituent particles , in a substance or body"
study,application of mind to books arts or science or to any subject for the purpose of acquiring knowledge
stuff,essence
stuff,material which is to be worked up in any process of manufacture
stuff,"specifically , any one of various fabrics of wool or worsted"
stump,the stub
stupidity,insensibility
sturdy,"a disease in sheep and cattle , marked by great nervousness , or by dullness and stupor"
style,an author ' s pen
submission,compliance
submission,obedience
subscription,a paper to which a signature is attached
subsistence,livelihood
substance,material of which a thing is made
substance,substratum
substance,that in which properties inhere
substance,that which constitutes anything what it is
succession,"a following of things in order of time or place , or a series of things so following"
succession,sequence
succession,"the act of succeeding , or following after"
success,the attainment of a proposed object
success,the favorable or prosperous termination of anything attempted
suggestion,a different proposal or mention
suggestion,formerly a secret incitement
suggestion,information without oath
suicide,ruin of one ' s own interests
suicide,self - murder
suicide,the deliberate and intentional destruction of one ' s own life by a person of years of discretion and of sound mind
suit,an action or process for the recovery of a right or claim
suit,an attempt to attain a certain result
suite,a connected series or succession of objects
suite,a set
summary,an abridged account
summary,"an abstract , abridgment , or compendium , containing the sum or substance of a fuller account"
sum,the amount
sum,the amount or whole of any number of individuals or particulars added together
sunrise,the first appearance of the sun above the horizon in the morning
sunset,the region where the sun sets
sunshine,illumination
sunshine,"the direct rays of the sun , the place where they fall , or the warmth and light which they give"
sup,"a small mouthful , as of liquor or broth"
superintendent,"one who has the oversight and charge of some place , institution , or organization , affairs , etc"
superstition,an ignorant or irrational worship of the supreme deity
superstition,false religion
superstition,the worship of a false god or gods
supervision,inspection
supervision,oversight
supplement,"specifically , a part added to , or issued as a continuation of , a book or paper , to make good its deficiencies or correct its errors"
supply,the act of supplying
supply,"the food , and the like , which meets the daily necessities of an army or other large body of men"
suppression,repression
surprise,emotion excited by what is sudden and strange
surprise,"the state of being surprised , or taken unawares , by some act or event which could not reasonably be foreseen"
surrender,the giving up of a principal into lawful custody by his bail
surrounding,an encompassing
surrounding,external or attending circumstances or conditions
suspense,indecision
suspense,stop
suspense,the state of being suspended
suspicion,hint
swallow,inclination
swallow,liking
swamp,"soft , low ground saturated with water , but not usually covered with it"
swamp,"wet , spongy land"
sweep,the act of sweeping
swell,increase in height
swelling,an unnatural prominence or protuberance
swift,the ghost moth
swimming,the act of one who swims
swim,the act of swimming
symbol,a figure
symbol,a visible sign or representation of an idea
sympathy,fellow - feeling
sympathy,"the quality of being affected by the affection of another , with feelings correspondent in kind , if not in degree"
system,"a complete exhibition of essential principles or facts , arranged in a rational dependence or connection"
system,"a complete whole of objects related by some common law , principle , or end"
system,the whole scheme of created things regarded as forming one complete plan of whole
tabernacle,a slightly built or temporary habitation
tackle,"apparatus for raising or lowering heavy weights , consisting of a rope and pulley blocks"
tact,sensitive mental touch
tail,limitation
tailor,one whose occupation is to cut out and make men ' s garments
taking,the act of gaining possession
tale,an enumeration
tale,a number told or counted off
talent,mental endowment or capacity
tap,a hole or pipe through which liquor is drawn
tap,a light rap
tap,a piece of leather fastened upon the bottom of a boot or shoe in repairing or renewing the sole or heel
tapestry,"a fabric , usually of worsted , worked upon a warp of linen or other thread by hand , the designs being usually more or less pictorial and the stuff employed for wall hangings and the like"
target,the pattern or arrangement of a series of hits made by a marksman on a butt or mark
tariff,"the duty , or rate of duty , so imposed"
taste,the act of tasting
tavern,an inn
tax,a sum imposed or levied upon the members of a society to defray its expenses
teacher,a minister of the gospel
teacher,an instructor
tear,something in the form of a transparent drop of fluid matter
tear,"the act of tearing , or the state of being torn"
temperament,"adjustment , as of clashing rules , interests , passions , or the like"
temperament,the act of tempering or modifying
temperament,the means by which such adjustment is effected
temperance,habitual moderation in regard to the indulgence of the natural appetites and passions
temperance,moderation
temperance,"specifically , moderation , and sometimes abstinence , in respect to using intoxicating liquors"
temperature,constitution
temperature,degree of any quality
temperature,degree of heat or cold
temperature,"the degree of heat of the body of a living being , especially of the human body"
temper,disposition of mind
temper,just combination
temper,temperament
temper,"the constitution of the mind , particularly with regard to the passions and affections"
temptation,"the act of tempting , or enticing to evil"
tenant,one who has the occupation or temporary possession of lands or tenements the title of which is in another
tendency,"direction or course toward any place , object , effect , or result"
tender,any offer or proposal made for acceptance
tender,one who tends
tenor,general tendency
tense,the modification which verbs undergo for the indication of time
tension,extreme strain of mind or excitement of feeling
tension,the state of being bent strained
tent,a probe for searching a wound
term,any limited time
termination,bound
termination,"the act of terminating , or of limiting or setting bounds"
territory,a district
territory,"the extent of land belonging to , or under the dominion of , a prince , state , or other form of government"
terror,extreme fear
test,any critical examination or decisive trial
testimony,profession
test,means of trial
text,anything chosen as the subject of an argument literary composition or the like
text,topic
texture,structure
texture,that which woven
theft,"specifically , the felonious taking and removing of personal property , with an intent to deprive the rightful owner of the same"
theme,a subject or topic on which a person writes or speaks
theme,a text
thicket,"a wood or a collection of trees , shrubs , etc"
thief,a waster in the snuff of a candle
thief,one who steals
thing,"an inanimate object , in distinction from a living being"
thing,any lifeless material
thing,"in scandinavian countries , a legislative or judicial assembly"
thinking,imagination
thirteenth,the quotient of a unit divided by thirteen
thought,cogitation
thought,meditation
thousand,a collection or sum consisting of ten times one hundred units or objects
thread,"a component fiber of any or of any fibrous substance , as of bark"
threshold,gate
threshold,"the plank , stone , or piece of timber , which lies under a door , especially of a dwelling house , church , temple , or the like"
throat,"a contracted portion of a vessel , or of a passage way"
throat,the pharynx
throng,a crowd
thrust,the force or pressure of one part of a construction against other parts
thunder,any loud noise
ticket,a label to show the character or price of goods
tide,a stream
tide,course
tie,a bond
timidity,the quality or state of being timid
tinge,shade
tinge,tincture
tip,an end piece or part
tip,the point or extremity of anything
tire,"a child ' s apron , covering the breast and having no sleeves"
tissue,a texture
tissue,"specifically , cloth interwoven with gold or silver threads , or embossed with figures"
tobacco,"an american plant of the nightshade family , much used for smoking and chewing , and as snuff"
toe,"one of the terminal members , or digits , of the foot of a man or an animal"
toe,the fore part of the hoof or foot of an animal
toilet,dress
token,a symbol
toleration,"specifically , the allowance of religious opinions and modes of worship in a state when contrary to , or different from , those of the established church or belief"
tomb,a grave
tomb,a monument erected to inclose the body and preserve the name and memory of the dead
ton,a measure of weight or quantity
tone,a kind of mournful or artificial strain of voice
tone,a whining style of speaking
tongue,discourse
tongue,speech
ton,the prevailing fashion or mode
tool,a machine for cutting or shaping materials
topic,a commonplace of argument or oratory
topic,a matter
torch,"a light or luminary formed of some combustible substance , as of resinous wood"
torment,anguish
torment,torture
torrent,a flood
torrent,a strong current
torture,extreme pain
torture,torment
toss,a throwing up of the head
toss,the act of tossing
touching,the sense or act of feeling
touching,touch
tour,a circuit
tour,a going round
tour,"anything done successively , or by regular order"
tour,a turn
tout,"a spy for a smuggler , thief , or the like"
town,"any collection of houses larger than a village , and not incorporated as a city"
town,"any number or collection of houses to which belongs a regular market , and which is not a city or the see of a bishop"
township,the district or territory of a town
toy,an article of trade of little value
toy,an odd conceit
toy,a trifle
tracing,a regular path or track
tracing,the act of copying by marking on thin paper or other transparent substance the lines of a pattern placed beneath
track,a mark left by something that has passed along
track,trace
tract,an area
tract,"a region or quantity of land or water , of indefinite extent"
tract,"a short treatise , especially on practical religion"
tract,continued or protracted duration
tract,extent
trade,a company of men engaged in the same occupation
tradition,delivery
tragedy,"a dramatic poem , composed in elevated style , representing a signal action performed by some person or persons , and having a fatal issue"
training,the act of one who trains
train,that part of a gown which trails behind the wearer
train,the after part of a gun carriage
traitor,a betrayer
traitor,one who violates his allegiance and betrays his country
trance,"a state in which the soul seems to have passed out of the body into another state of being , or to be rapt into visions"
transaction,that which is done
transfer,"a picture , or the like , removed from one body or ground to another , as from wood to canvas , or from one piece of canvas to another"
transformation,change of form or condition
transformation,metabolism
transport,ecstasy
transport,passion
transport,transportation
trap,an ambush
tread,action
treason,disloyalty
treason,perfidy
treasure,a stock or store of money in reserve
treasure,wealth accumulated
treasury,a place or building in which stores of wealth are deposited
treasury,a repository of abundance
treat,an entertainment given as an expression of regard
treatise,"a written composition on a particular subject , in which its principles are discussed or explained"
treaty,"the act of treating for the adjustment of differences , as for forming an agreement"
tremor,a trembling
trial,the act of testing by experience
tribune,any place occupied by a public orator
trick,"a sly , dexterous , or ingenious procedure fitted to puzzle or amuse"
trillion,"according to the french notation , which is used upon the continent generally and in the united states , the number expressed by a unit with twelve ciphers annexed"
trillion,a million millions
trip,an excursion or jaunt
trip,a stumble
troop,an army
troop,a number
trot,a woman
trouble,"that which gives disturbance , annoyance , or vexation"
trouble,uneasiness
trust,confidence
trust,credit given
trust,exchange without immediate receipt of an equivalent
trust,reliance
truth,fidelity
truth,freedom from falsehood
truth,the practice of speaking what is true
tub,"a kind of short cask , half barrel , or firkin , usually with but one head , -- used for various purposes"
tumult,agitation
tumult,noisy confusion
tumult,"violent commotion or agitation , with confusion of sounds"
tune,a melody
tunnel,a flue
tunnel,a funnel
turf,horse racing
turf,race course
turmoil,disturbance
turning,a bending course
turning,the place of a turn
turn,"one of the successive portions of a course , or of a series of occurrences , reckoning from change to change"
turn,revolution
turn,the act of turning
tutor,a guardian
tutor,one who has the charge of a child or pupil and his estate
twelfth,one of twelve equal parts of one whole
twentieth,one coming after nineteen others
twentieth,the next in order after the nineteenth
twenty,a score
twenty,the number next following nineteen
twenty,"the sum of twelve and eight , or twice ten"
twilight,a dubious or uncertain medium through which anything is viewed
twilight,faint light
twilight,"the light perceived before the rising , and after the setting , of the sun , or when the sun is less than 18 ° below the horizon , occasioned by the illumination of the earth ' s atmosphere by the direct rays of the sun and their reflection on the earth"
twinkle,"a brief flash or gleam , especially when rapidly repeated"
twinkle,a wink or sparkle of the eye
twinkling,a scintillation
twinkling,a shining with intermitted light
twinkling,the time of a wink
twist,a contortion
type,form or character impressed
type,semblance
type,stamp
type,style
tyranny,cruel government or discipline
tyrant,a cruel master
tyrant,"specifically , a monarch , or other ruler or master , who uses power to oppress his subjects"
ugly,"a shade for the face , projecting from the bonnet"
understanding,interpretation
understanding,the intelligence
uniformity,even tenor
uniformity,freedom from variation or difference
union,combination
unity,concord
unity,the state of being one
upset,an overturn
usage,mode of using or treating
usage,the act of using
use,capability of being used
utility,adaptation to satisfy the desires or wants
utility,usefulness
utterance,putting in circulation
utterance,sale by offering to the public
utterance,vocal expression
vacancy,an interruption of continuity
vacancy,emptiness
vacancy,freedom from employment
vacancy,the quality or state of being vacant
vacation,"a period of intermission of regular paid work or employment , or of studies and exercises at an educational institution"
vacation,holidays
vacation,intermission of judicial proceedings
vacation,the space of time between the end of one term and the beginning of the next
valley,"the strip of land at the bottom of the depressions intersecting a country , including usually the bed of a stream , with frequently broad alluvial plains on one or both sides of the stream"
valor,courage
value,importance
value,"the property or aggregate properties of a thing by which it is rendered useful or desirable , or the degree of such property or sum of properties"
valve,a door
valve,one of a pair of folding doors or one of the leaves of such a door
van,"a light wagon , either covered or open , used by tradesmen and others for the transportation of goods"
van,a shovel used in cleansing ore
vanity,conceit
vanity,fruitless desire or effort
vanity,idle show
vanity,the quality or state of being vain
van,the front line or foremost division of a fleet either in sailing or in battle
vapor,"any substance in the gaseous , or a ë riform , state , the condition of which is ordinarily that of a liquid or solid"
vapor,idle talk
variation,"change of termination of words , as in declension , conjugation , derivation , etc"
variation,mutation
variation,the act of varying
variety,a number or collection of different things
vase,"a vessel adapted for various domestic purposes , and anciently for sacrificial uses"
vase,"a vessel similar to that described in the first definition above , or the representation of one in a solid block of stone , or the like , used for an ornament , as on a terrace or in a garden"
vault,a subterranean room used for storing articles for a prison for interment or the like
vegetable,"a plant used or cultivated for food for man or domestic animals , as the cabbage , turnip , potato , bean , dandelion , etc"
vegetation,"an exuberant morbid outgrowth upon any part , especially upon the valves of the heart"
vehemence,violent ardor
veil,a cover
veil,a cover
veil,a disguise
velocity,speed
veneration,"a feeling or sentiment excited by the dignity , wisdom , or superiority of a person , by sacredness of character , by consecration to sacred services , or by hallowed associations"
veneration,respect mingled with awe
vent,a hole or passage for air or any fluid to escape
vent,the anal opening of certain invertebrates and fishes
venture,an accident
venture,a risk
venture,a stake
venture,chance
verbal,a noun derived from a verb
verdict,"the answer of a jury given to the court concerning any matter of fact in any cause , civil or criminal , committed to their examination and determination"
verdure,green
version,"the act of translating , or rendering , from one language into another language"
vessel,a general name for any hollow structure made to float upon the water for purposes of navigation
vessel,a person regarded as receiving or containing something
vexation,disquiet
vexation,irritation
vexation,"the act of vexing , or the state of being vexed"
vicar,the incumbent of an appropriated benefice
vice,a moral fault or failing
vicinity,adjoining space or country
vicinity,nearness
vicinity,propinquity
victor,one who gets the better of another in any struggle
view,examination by the eye
view,sight
vigilance,caution
vigor,strength or force in animal or vegetable nature or action
villa,a country seat
villain,"a vile , wicked person"
violation,profanation or contemptuous treatment of sacred things
violence,outrage
violence,unjust force
violin,"a small instrument with four strings , played with a bow"
virtue,active quality or power
virtue,capacity or power adequate to the production of a given effect
virtue,energy
virtue,potency
virus,something that poisons the mind or the soul
vision,that which is seen
visit,an official or formal inspection
visit,the act of going to view or inspect
vitality,animation
vocabulary,a list or collection of words arranged in alphabetical order and explained
vocabulary,a sum or stock of words employed
vocabulary,a word - book
vocal,a tonic element
vocation,a citation
vocation,occupation
voice,"sound uttered by the mouth , especially that uttered by human beings in speech or song"
volcano,"a mountain or hill , usually more or less conical in form , from which lava , cinders , steam , sulphur gases , and the like , are ejected"
volume,a convolution
volume,a turn
volume,mass
vote,"that by means of which will or preference is expressed in elections , or in deciding propositions"
vote,voice
wage,pay
wagon,a freight car on a railway
waistcoat,a garment occasionally worn by women as a part of fashionable costume
waistcoat,"a short , sleeveless coat or garment for men , worn under the coat , extending no lower than the hips , and covering the waist"
waistcoat,a vest
waist,"naut , that part of a vessel ' s deck , bulwarks , etc"
waist,that part of the human body which is immediately below the ribs or thorax
waist,the middle part of other bodies
waist,the small part of the body between the thorax and hips
wait,a delay
wait,a halt
waiter,"a servant in attendance , especially at table"
waiter,"a vessel or tray on which something is carried , as dishes , etc"
walker,a forest officer appointed to walk over a certain space for inspection
walk,gait
want,absence or scarcity of what is needed or desired
wanton,"a roving , frolicsome thing"
want,penury
want,that which is needed or desired
war,armed conflict of sovereign powers
ward,watch
ware,in the plural goods
ware,merchandise
warfare,military service
warm,a warming
